mu, q, u, number, w_total
 0.01,       -0.1058203101,       -0.0122782904,          3804.,     3799.4792137001
 0.02,       -0.0868969704,       -0.0181805175,         11762.,    11748.2232268678
 0.03,       -0.0952476020,       -0.0010193510,         20138.,    20114.3290676290
 0.04,       -0.0887762494,        0.0138897739,         29305.,    29270.3485132958
 0.05,       -0.0863724415,       -0.0013366288,         38706.,    38660.4491416298
 0.06,       -0.0784069659,        0.0029768470,         48624.,    48566.8113391065
 0.07,       -0.0793059781,        0.0002049342,         59020.,    58950.5067017371
 0.08,       -0.0746022142,       -0.0017467621,         69620.,    69538.1715438186
 0.09,       -0.0697398959,        0.0019265564,         80809.,    80714.3209403184
 0.10,       -0.0690753425,        0.0025732141,         92238.,    92129.0068132165
 0.11,       -0.0682517268,       -0.0006494753,        104683.,   104559.7851754928
 0.12,       -0.0631188647,        0.0008417093,        116196.,   116058.9687961347
 0.13,       -0.0633116001,       -0.0021255962,        129468.,   129315.9929779315
 0.14,       -0.0571939447,        0.0008273693,        141744.,   141577.0609542585
 0.15,       -0.0557335824,        0.0032521882,        155759.,   155575.7022344090
 0.16,       -0.0596310811,        0.0006329867,        169655.,   169455.2490471968
 0.17,       -0.0578385806,        0.0015833021,        183403.,   183187.7774482786
 0.18,       -0.0515347774,       -0.0002769696,        197089.,   196856.6143944089
 0.19,       -0.0515715344,        0.0028962487,        212261.,   212010.7942650371
 0.20,       -0.0492317039,       -0.0005200295,        228207.,   227938.7447626867
 0.21,       -0.0485808365,        0.0000953094,        241822.,   241537.5097294403
 0.22,       -0.0471009047,        0.0004188444,        258736.,   258431.2742679336
 0.23,       -0.0463943491,        0.0011222285,        274819.,   274496.1890450696
 0.24,       -0.0431496157,        0.0002251495,        291412.,   291068.0648965440
 0.25,       -0.0462840231,       -0.0004216852,        309357.,   308994.0004787473
 0.26,       -0.0411218754,        0.0003817537,        325806.,   325422.9078270441
 0.27,       -0.0406860867,        0.0004346064,        343395.,   342991.3676809759
 0.28,       -0.0391443591,       -0.0008828630,        361144.,   360718.8699959478
 0.29,       -0.0380495739,       -0.0010940967,        379484.,   379037.8975995336
 0.30,       -0.0362690374,       -0.0011616715,        398099.,   397630.1082335504
 0.31,       -0.0353316979,        0.0007210173,        417298.,   416807.4415859248
 0.32,       -0.0347791938,        0.0003276269,        436778.,   436263.8829703637
 0.33,       -0.0355849017,        0.0013291151,        458773.,   458232.0021056023
 0.34,       -0.0331058323,       -0.0006757364,        476872.,   476311.1582933194
 0.35,       -0.0317688202,       -0.0005067334,        497041.,   496455.1047444028
 0.36,       -0.0319423088,        0.0031543640,        519048.,   518438.6901896985
 0.37,       -0.0306462737,        0.0006471487,        538755.,   538121.4282447768
 0.38,       -0.0316299047,        0.0012461162,        559610.,   558951.9619850619
 0.39,       -0.0288405255,        0.0006693712,        582985.,   582299.5489630750
 0.40,       -0.0277678373,       -0.0002387972,        603342.,   602632.5666722764
 0.41,       -0.0292169079,       -0.0000453911,        628087.,   627349.6402304741
 0.42,       -0.0260597664,        0.0000463499,        649354.,   648591.6418338761
 0.43,       -0.0250204594,        0.0021031144,        671922.,   671132.7513563441
 0.44,       -0.0251359682,       -0.0004248673,        695766.,   694950.0431615266
 0.45,       -0.0249784589,        0.0006211581,        719864.,   719017.7741527706
 0.46,       -0.0234735099,        0.0006121659,        744347.,   743473.2128936542
 0.47,       -0.0215279490,       -0.0005204166,        769102.,   768198.8854278356
 0.48,       -0.0230974262,       -0.0003567085,        794164.,   793229.6863635285
 0.49,       -0.0216907629,        0.0010162177,        819525.,   818562.2150980178
 0.50,       -0.0208785990,        0.0014228437,        843766.,   842775.9061073363
 0.51,       -0.0202571907,       -0.0001215917,        868496.,   867478.0640197389
 0.52,       -0.0191255639,       -0.0007711278,        895302.,   894251.2862425471
 0.53,       -0.0200043908,        0.0008133123,        922834.,   921750.4380580729
 0.54,       -0.0181202133,        0.0010822615,        950144.,   949030.7553025435
 0.55,       -0.0182998407,       -0.0011965170,        978182.,   977035.1353895909
 0.56,       -0.0179599777,        0.0007149959,       1005480.,  1004301.5073627572
 0.57,       -0.0160777551,       -0.0002875742,       1033399.,  1032188.5241112967
 0.58,       -0.0163442439,        0.0009750870,       1060916.,  1059672.8672297990
 0.59,       -0.0153480282,       -0.0002272034,       1089053.,  1087778.0043265945
 0.60,       -0.0154962715,       -0.0004074140,       1117453.,  1116144.3576727095
 0.61,       -0.0146595044,       -0.0001330486,       1148645.,  1147300.6440559726
 0.62,       -0.0150588232,        0.0005811171,       1177190.,  1175813.7114404538
 0.63,       -0.0127804406,       -0.0002935808,       1208487.,  1207073.7846107827
 0.64,       -0.0124213578,        0.0002943775,       1236240.,  1234793.3017324160
 0.65,       -0.0125739782,       -0.0001984541,       1268354.,  1266870.7223548889
 0.66,       -0.0112869531,       -0.0001838096,       1299713.,  1298195.2228418598
 0.67,       -0.0116456251,       -0.0002013205,       1329002.,  1327447.6301117900
 0.68,       -0.0107483784,        0.0005284951,       1363954.,  1362361.7036862178
 0.69,       -0.0101295988,       -0.0004713725,       1395221.,  1393589.4278729274
 0.70,       -0.0109535771,        0.0002115679,       1426368.,  1424700.9112790069
 0.71,       -0.0092576080,       -0.0000949714,       1456623.,  1454925.5006364472
 0.72,       -0.0082262431,       -0.0003070100,       1493940.,  1492198.4851371371
 0.73,       -0.0096419300,       -0.0001622664,       1526253.,  1524475.1613565483
 0.74,       -0.0096248536,       -0.0001883418,       1559945.,  1558125.5211327802
 0.75,       -0.0082783454,       -0.0006751102,       1591794.,  1589938.7708341116
 0.76,       -0.0081328574,        0.0002825124,       1629906.,  1628007.6118341619
 0.77,       -0.0081424226,        0.0001102157,       1663601.,  1661664.9300910155
 0.78,       -0.0060554389,        0.0002617935,       1697811.,  1695834.8282243572
 0.79,       -0.0065879168,        0.0003491585,       1736245.,  1734223.6652575312
 0.80,       -0.0060689854,       -0.0004870891,       1768722.,  1766665.5086602662
 0.81,       -0.0056556004,       -0.0003071011,       1805600.,  1803501.6189916702
 0.82,       -0.0056139655,        0.0005187409,       1839947.,  1837808.2145914570
 0.83,       -0.0049819572,        0.0006082051,       1878160.,  1875978.9066571707
 0.84,       -0.0046762890,        0.0002871843,       1915294.,  1913068.9137923676
 0.85,       -0.0055045643,       -0.0002582842,       1952473.,  1950206.4003880289
 0.86,       -0.0049275034,       -0.0006787745,       1990153.,  1987846.1050943625
 0.87,       -0.0035418004,       -0.0002270824,       2027454.,  2025103.0452102418
 0.88,       -0.0033751982,       -0.0003333621,       2065044.,  2062648.3670370313
 0.89,       -0.0029405038,        0.0005981592,       2108970.,  2106524.3735421868
 0.90,       -0.0032281877,       -0.0001687606,       2143778.,  2141292.2727883561
 0.91,       -0.0026557736,       -0.0004792010,       2183592.,  2181062.5415370604
 0.92,       -0.0024676324,       -0.0005955131,       2220902.,  2218329.4516362837
 0.93,       -0.0014038226,       -0.0000554506,       2266040.,  2263417.7682253970
 0.94,       -0.0022970242,       -0.0000796740,       2304544.,  2301877.0940878550
 0.95,       -0.0015123647,       -0.0006321854,       2346567.,  2343852.4841290265
 0.96,       -0.0014363109,       -0.0003500673,       2388422.,  2385660.7679634895
 0.97,       -0.0011299460,        0.0005189881,       2426847.,  2424044.2400396015
 0.98,       -0.0011701477,        0.0007628192,       2467757.,  2464908.6912440015
 0.99,       -0.0001418200,       -0.0002297443,       2511487.,  2508586.5103479177
 1.00,        0.0000363568,        0.0006365509,       2554732.,  2551785.3897172734
