mu, q, u, number, w_total
 0.01,       -0.0218583438,       -0.0008757993,          3744.,      795.6006276278
 0.02,       -0.0193052209,       -0.0001214794,         11638.,     2487.3871321999
 0.03,       -0.0181058909,        0.0006869046,         20183.,     4297.5428553693
 0.04,       -0.0192416319,        0.0015402270,         28908.,     6182.4702270521
 0.05,       -0.0188250861,        0.0010196776,         38345.,     8265.6941885294
 0.06,       -0.0188305886,        0.0000601999,         48029.,    10317.0416299177
 0.07,       -0.0170412822,       -0.0016290551,         58282.,    12494.8890517172
 0.08,       -0.0188738855,        0.0004179665,         68357.,    14726.8924493530
 0.09,       -0.0172411294,       -0.0004160752,         79625.,    17101.0714191070
 0.10,       -0.0164450730,        0.0004735092,         90801.,    19523.4604467987
 0.11,       -0.0152736768,       -0.0000085433,        102842.,    22085.3553725355
 0.12,       -0.0151213492,        0.0003626603,        115081.,    24834.5204464122
 0.13,       -0.0142661518,        0.0003221125,        127741.,    27525.7494701173
 0.14,       -0.0129918648,        0.0002268487,        140033.,    30097.8054852094
 0.15,       -0.0141933315,        0.0008152396,        152519.,    32933.1764837221
 0.16,       -0.0136364601,        0.0004004122,        167050.,    35789.2473427750
 0.17,       -0.0137649670,       -0.0000502058,        180455.,    38751.2314324662
 0.18,       -0.0128643426,        0.0001246478,        194927.,    41883.1962979695
 0.19,       -0.0126546762,        0.0006883880,        208977.,    44732.4150289744
 0.20,       -0.0130553377,        0.0000285126,        224249.,    48025.2467849405
 0.21,       -0.0111971874,        0.0000416924,        239397.,    51460.0019622617
 0.22,       -0.0110189418,        0.0001154847,        255300.,    54819.8989652755
 0.23,       -0.0104292125,        0.0009152168,        271702.,    58237.2981414393
 0.24,       -0.0108703731,       -0.0011669788,        287539.,    61960.0515230453
 0.25,       -0.0104015495,        0.0003670401,        303766.,    65329.8041522038
 0.26,       -0.0096037151,       -0.0001078775,        321772.,    69059.5725496356
 0.27,       -0.0096098489,        0.0001058212,        339004.,    72996.5354959499
 0.28,       -0.0094349895,       -0.0003717753,        357426.,    76461.4478782518
 0.29,       -0.0088257941,        0.0000971976,        374392.,    80511.8100505452
 0.30,       -0.0089929108,        0.0005317574,        392749.,    84312.8378236707
 0.31,       -0.0090528110,        0.0001055028,        412071.,    88683.6899876634
 0.32,       -0.0092216772,       -0.0001805694,        430403.,    92903.5419307925
 0.33,       -0.0091482705,        0.0001648829,        450015.,    96946.0757680953
 0.34,       -0.0078978694,        0.0007387447,        470413.,   101164.7464413945
 0.35,       -0.0082361547,        0.0000193973,        490553.,   105531.5139971301
 0.36,       -0.0080545132,        0.0004380020,        509682.,   109577.8981643925
 0.37,       -0.0080034837,        0.0002960714,        530695.,   114381.5821627921
