mu, q, u, number, w_total
 0.01,       -0.0009484913,       -0.0000677934,         13282.,       96.7083790024
 0.02,       -0.0029373237,        0.0002763867,         17040.,      280.0022510504
 0.03,       -0.0038696776,       -0.0002214449,         21502.,      471.8969772688
 0.04,       -0.0047272375,        0.0000901713,         25964.,      682.2792258933
 0.05,       -0.0051346581,        0.0002225108,         30557.,      916.5517131237
 0.06,       -0.0057748448,        0.0001494782,         35254.,     1108.3268261828
 0.07,       -0.0058321920,        0.0000779748,         40644.,     1347.7093304789
 0.08,       -0.0060451473,       -0.0000613781,         46074.,     1603.4702690098
 0.09,       -0.0061973297,        0.0002085449,         51510.,     1824.1806492284
 0.10,       -0.0057120370,       -0.0003494608,         57365.,     2066.4389319069
 0.11,       -0.0067888113,        0.0001016290,         63530.,     2404.0162253462
 0.12,       -0.0061613231,        0.0003063081,         68805.,     2642.4239959861
 0.13,       -0.0059550146,       -0.0003243184,         76082.,     2953.0376480015
 0.14,       -0.0057274453,       -0.0000541735,         81587.,     3166.2417287148
 0.15,       -0.0059683234,        0.0000718643,         88554.,     3488.7509755422
 0.16,       -0.0060909982,       -0.0000371360,         95732.,     3865.6059527549
 0.17,       -0.0061199566,        0.0000013043,        102578.,     4100.7599548435
 0.18,       -0.0060707634,       -0.0002882012,        110370.,     4500.2338215893
 0.19,       -0.0062694032,       -0.0002416577,        118087.,     4886.1955251880
 0.20,       -0.0059315244,       -0.0000475675,        124560.,     5137.3638655211
 0.21,       -0.0054357411,        0.0000590100,        133331.,     5512.8421618248
 0.22,       -0.0057780601,       -0.0000536844,        140891.,     5867.4214684244
 0.23,       -0.0059735765,        0.0003483402,        149036.,     6293.2715997030
 0.24,       -0.0055227330,        0.0000031264,        157726.,     6638.7871229677
 0.25,       -0.0056147851,        0.0001238451,        166119.,     7017.8539719305
 0.26,       -0.0056864445,       -0.0001687244,        175040.,     7451.6408108172
 0.27,       -0.0056886446,        0.0000663923,        184110.,     7923.0561612244
 0.28,       -0.0054392144,        0.0000160636,        193216.,     8354.2147606458
 0.29,       -0.0053435221,        0.0000137862,        202413.,     8763.5545455502
 0.30,       -0.0056705005,        0.0001894198,        213157.,     9286.0169663732
 0.31,       -0.0055376211,       -0.0000621547,        221386.,     9666.7697846300
 0.32,       -0.0052582599,       -0.0000678628,        231659.,    10048.6604694828
 0.33,       -0.0055058401,        0.0001839209,        241749.,    10605.2050292836
 0.34,       -0.0051356688,       -0.0001138818,        251071.,    11039.8190083339
 0.35,       -0.0051233699,        0.0000807566,        262246.,    11603.9459782617
 0.36,       -0.0050434495,       -0.0000144800,        272428.,    12151.7086729924
 0.37,       -0.0051446000,        0.0000238986,        283114.,    12615.5322258275
 0.38,       -0.0052010761,        0.0000385552,        294678.,    13196.0349676414
 0.39,       -0.0051873142,       -0.0000410902,        305793.,    13787.2781405042
 0.40,       -0.0048174862,        0.0001433863,        316901.,    14332.2665138710
 0.41,       -0.0046725573,       -0.0000237602,        328160.,    14872.4283000983
 0.42,       -0.0045852598,       -0.0000497333,        341525.,    15541.6864304797
 0.43,       -0.0048461623,        0.0000481721,        353021.,    16192.9268189067
 0.44,       -0.0048141324,       -0.0000121720,        363854.,    16688.8900568495
