mu, q, u, number, w_total
 0.01,       -0.0003240583,       -0.0055824006,          4338.,     4338.0000000000
 0.02,        0.0163270945,       -0.0087127842,         13209.,    13209.0000000000
 0.03,        0.0220155012,        0.0031382482,         22764.,    22764.0000000000
 0.04,        0.0225334382,       -0.0013036078,         32909.,    32909.0000000000
 0.05,        0.0301126479,       -0.0029286516,         44352.,    44352.0000000000
 0.06,        0.0369579575,        0.0030680203,         55380.,    55380.0000000000
 0.07,        0.0338828279,        0.0055189999,         67408.,    67408.0000000000
 0.08,        0.0429534604,        0.0049957176,         79588.,    79588.0000000000
 0.09,        0.0430202916,       -0.0006403209,         92626.,    92626.0000000000
 0.10,        0.0471058370,        0.0002156040,        105893.,   105893.0000000000
 0.11,        0.0470626099,        0.0011442472,        119521.,   119521.0000000000
 0.12,        0.0482135224,       -0.0020047770,        133606.,   133606.0000000000
 0.13,        0.0529861206,       -0.0011038984,        148502.,   148502.0000000000
 0.14,        0.0543860446,       -0.0003581670,        163802.,   163802.0000000000
 0.15,        0.0578539220,        0.0023629254,        180586.,   180586.0000000000
 0.16,        0.0583305062,       -0.0008198920,        196959.,   196959.0000000000
 0.17,        0.0614996060,       -0.0000117985,        214216.,   214216.0000000000
 0.18,        0.0635434372,       -0.0023743058,        232282.,   232282.0000000000
 0.19,        0.0630252997,        0.0007491672,        249766.,   249766.0000000000
 0.20,        0.0673854207,       -0.0008744302,        270582.,   270582.0000000000
 0.21,        0.0667758319,        0.0007896696,        289765.,   289765.0000000000
 0.22,        0.0692183467,        0.0017776183,        310726.,   310726.0000000000
 0.23,        0.0715463389,        0.0002249645,        332409.,   332409.0000000000
 0.24,        0.0715997792,       -0.0037319533,        352924.,   352924.0000000000
 0.25,        0.0721884624,       -0.0012409106,        376215.,   376215.0000000000
 0.26,        0.0717399518,        0.0010318743,        399592.,   399592.0000000000
 0.27,        0.0730317780,       -0.0011284864,        422400.,   422400.0000000000
 0.28,        0.0766154173,       -0.0019534443,        444901.,   444901.0000000000
 0.29,        0.0776875189,       -0.0000352568,        469831.,   469831.0000000000
 0.30,        0.0763952176,        0.0013402572,        496145.,   496145.0000000000
 0.31,        0.0769775832,       -0.0002843228,        520684.,   520684.0000000000
 0.32,        0.0769015246,        0.0016783298,        546990.,   546990.0000000000
 0.33,        0.0760408860,        0.0002123750,        571668.,   571668.0000000000
 0.34,        0.0776203714,        0.0012720372,        600721.,   600721.0000000000
 0.35,        0.0766116611,       -0.0005668786,        624711.,   624711.0000000000
 0.36,        0.0780535874,       -0.0003918886,        652527.,   652527.0000000000
 0.37,        0.0776515957,       -0.0004027635,        678892.,   678892.0000000000
 0.38,        0.0775252901,       -0.0000928364,        707233.,   707233.0000000000
 0.39,        0.0769259267,       -0.0006629533,        734556.,   734556.0000000000
 0.40,        0.0747294239,       -0.0006861701,        760673.,   760673.0000000000
 0.41,        0.0761558550,       -0.0000048120,        786873.,   786873.0000000000
 0.42,        0.0759048086,        0.0001548505,        814328.,   814328.0000000000
 0.43,        0.0762609726,       -0.0014499133,        840224.,   840224.0000000000
 0.44,        0.0751431959,       -0.0002140876,        867375.,   867375.0000000000
 0.45,        0.0766981731,       -0.0002679776,        895631.,   895631.0000000000
 0.46,        0.0748857608,       -0.0006406429,        924930.,   924930.0000000000
 0.47,        0.0745627697,        0.0008041207,        949172.,   949172.0000000000
 0.48,        0.0747231173,        0.0002385073,        975450.,   975450.0000000000
 0.49,        0.0733676590,        0.0000650512,       1003968.,  1003968.0000000000
 0.50,        0.0719751525,       -0.0008067459,       1029073.,  1029073.0000000000
 0.51,        0.0732173291,       -0.0000034695,       1054486.,  1054486.0000000000
 0.52,        0.0729189968,        0.0006594590,       1079553.,  1079553.0000000000
 0.53,        0.0703063544,        0.0005938379,       1107148.,  1107148.0000000000
 0.54,        0.0694353603,       -0.0012679991,       1131706.,  1131706.0000000000
 0.55,        0.0697977689,        0.0004551829,       1156027.,  1156027.0000000000
 0.56,        0.0680363925,        0.0001134599,       1181989.,  1181989.0000000000
 0.57,        0.0671066665,       -0.0009864834,       1206982.,  1206982.0000000000
 0.58,        0.0667860354,        0.0007550460,       1230875.,  1230875.0000000000
 0.59,        0.0652665702,       -0.0000612742,       1252352.,  1252352.0000000000
 0.60,        0.0644899747,       -0.0000782276,       1277610.,  1277610.0000000000
 0.61,        0.0638799068,       -0.0000975560,       1301070.,  1301070.0000000000
 0.62,        0.0632009740,        0.0005559391,       1324865.,  1324865.0000000000
 0.63,        0.0616491096,       -0.0003418235,       1344857.,  1344857.0000000000
 0.64,        0.0603642675,       -0.0001240703,       1368293.,  1368293.0000000000
 0.65,        0.0590175392,        0.0010833711,       1389568.,  1389568.0000000000
 0.66,        0.0571536052,       -0.0006097556,       1413090.,  1413090.0000000000
 0.67,        0.0569518483,        0.0002431979,       1434457.,  1434457.0000000000
 0.68,        0.0557564858,        0.0002126025,       1456242.,  1456242.0000000000
 0.69,        0.0545879210,        0.0002800109,       1475753.,  1475753.0000000000
 0.70,        0.0532501005,        0.0002834817,       1495825.,  1495825.0000000000
 0.71,        0.0517174440,        0.0000362941,       1514715.,  1514715.0000000000
 0.72,        0.0502545955,        0.0005833979,       1535508.,  1535508.0000000000
 0.73,        0.0490992190,       -0.0008912179,       1553093.,  1553093.0000000000
 0.74,        0.0473095555,        0.0003538409,       1572534.,  1572534.0000000000
 0.75,        0.0470691843,       -0.0007032972,       1591414.,  1591414.0000000000
 0.76,        0.0447229129,        0.0006752715,       1609875.,  1609875.0000000000
 0.77,        0.0433752650,        0.0000485173,       1628139.,  1628139.0000000000
 0.78,        0.0424831105,        0.0002503822,       1644762.,  1644762.0000000000
 0.79,        0.0397616027,        0.0001100977,       1661972.,  1661972.0000000000
 0.80,        0.0382928245,       -0.0007055888,       1676281.,  1676281.0000000000
 0.81,        0.0367532083,        0.0003995911,       1694789.,  1694789.0000000000
 0.82,        0.0346125596,        0.0002409996,       1710421.,  1710421.0000000000
 0.83,        0.0344569112,       -0.0011950860,       1727893.,  1727893.0000000000
 0.84,        0.0313661106,       -0.0002763849,       1743232.,  1743232.0000000000
 0.85,        0.0306798876,       -0.0007060541,       1755668.,  1755668.0000000000
 0.86,        0.0300309422,       -0.0001389729,       1770984.,  1770984.0000000000
 0.87,        0.0272110833,        0.0007969241,       1785491.,  1785491.0000000000
 0.88,        0.0243523467,        0.0001617400,       1795723.,  1795723.0000000000
 0.89,        0.0233665279,        0.0004967459,       1812351.,  1812351.0000000000
 0.90,        0.0213413066,        0.0005425196,       1825319.,  1825319.0000000000
 0.91,        0.0190451382,        0.0002630085,       1836444.,  1836444.0000000000
 0.92,        0.0173188657,        0.0005492613,       1852081.,  1852081.0000000000
 0.93,        0.0152775853,       -0.0003710172,       1860698.,  1860698.0000000000
 0.94,        0.0136330632,       -0.0004039830,       1875370.,  1875370.0000000000
 0.95,        0.0112963722,       -0.0009008530,       1886871.,  1886871.0000000000
 0.96,        0.0110343416,        0.0004375227,       1896440.,  1896440.0000000000
 0.97,        0.0065877571,       -0.0003501649,       1905491.,  1905491.0000000000
 0.98,        0.0062153899,        0.0005769739,       1920680.,  1920680.0000000000
 0.99,        0.0037801278,       -0.0008527617,       1925383.,  1925383.0000000000
 1.00,        0.0009866939,       -0.0008326026,       1938754.,  1938754.0000000000
