mu, q, u, number, w_total
 0.01,       -0.1059258732,       -0.0122756643,          3804.,     3803.9875522042
 0.02,       -0.0869929088,       -0.0182055138,         11762.,    11761.9620600652
 0.03,       -0.0953539354,       -0.0010294466,         20138.,    20137.9348284839
 0.04,       -0.0888944945,        0.0138820470,         29306.,    29305.9046337081
 0.05,       -0.0864631102,       -0.0013377941,         38706.,    38705.8745686709
 0.06,       -0.0785101647,        0.0029884098,         48625.,    48624.8425370167
 0.07,       -0.0793919785,        0.0002040548,         59020.,    59019.8086695639
 0.08,       -0.0746844152,       -0.0017504844,         69620.,    69619.7746615947
 0.09,       -0.0698178158,        0.0019308633,         80809.,    80808.7392464544
 0.10,       -0.0691519255,        0.0025773728,         92238.,    92237.6999535324
 0.11,       -0.0683272396,       -0.0006496319,        104683.,   104682.6607575445
 0.12,       -0.0631825956,        0.0008409672,        116196.,   116195.6227384278
 0.13,       -0.0633751215,       -0.0021310941,        129468.,   129467.5814171196
 0.14,       -0.0572540443,        0.0008272676,        141744.,   141743.5403343653
 0.15,       -0.0557966824,        0.0032642125,        155758.,   155757.4953101625
 0.16,       -0.0596905186,        0.0006338760,        169655.,   169654.4501315512
 0.17,       -0.0578998700,        0.0015804062,        183402.,   183401.4074861877
 0.18,       -0.0515917820,       -0.0002808009,        197088.,   197087.3602667224
 0.19,       -0.0516261602,        0.0028967155,        212261.,   212260.3112570160
 0.20,       -0.0492854232,       -0.0005235117,        228208.,   228207.2615009111
 0.21,       -0.0486294273,        0.0000943694,        241821.,   241820.2168352190
 0.22,       -0.0471552283,        0.0004208015,        258735.,   258734.1611968148
 0.23,       -0.0464475006,        0.0011283500,        274818.,   274817.1115089279
 0.24,       -0.0431925246,        0.0002289394,        291413.,   291412.0534028636
 0.25,       -0.0463323917,       -0.0004276990,        309358.,   309357.0008806508
 0.26,       -0.0411650051,        0.0003806880,        325806.,   325804.9455247215
 0.27,       -0.0407277535,        0.0004349624,        343395.,   343393.8892974108
 0.28,       -0.0391869275,       -0.0008864313,        361144.,   361142.8301451745
 0.29,       -0.0380877342,       -0.0010975939,        379484.,   379482.7724471901
 0.30,       -0.0363080608,       -0.0011637429,        398098.,   398096.7099057586
 0.31,       -0.0353677542,        0.0007214063,        417296.,   417294.6502896381
 0.32,       -0.0348173186,        0.0003251633,        436778.,   436776.5856099676
 0.33,       -0.0356226956,        0.0013316355,        458772.,   458770.5118463995
 0.34,       -0.0331379286,       -0.0006785126,        476873.,   476871.4572620424
