mu, q, u, number, w_total
 0.01,       -0.0338972168,        0.0039818612,          3782.,     1189.6528270583
 0.02,       -0.0337819040,       -0.0031188836,         11650.,     3736.4256139306
 0.03,       -0.0296302939,       -0.0004135345,         20297.,     6469.9585334922
 0.04,       -0.0297445950,       -0.0008348005,         29232.,     9314.1109402797
 0.05,       -0.0272351837,        0.0004415103,         38387.,    12281.0624151927
 0.06,       -0.0293465190,       -0.0020659742,         48009.,    15502.3858660221
 0.07,       -0.0263940787,        0.0003382057,         58792.,    18689.3901356496
 0.08,       -0.0259067193,        0.0015957952,         69505.,    22242.7206388521
 0.09,       -0.0240424440,        0.0003972008,         79967.,    25626.0652016215
 0.10,       -0.0219911653,        0.0003457834,         92136.,    29561.3121298799
 0.11,       -0.0231454405,       -0.0005553337,        103413.,    33038.5191084436
 0.12,       -0.0223710797,       -0.0004182686,        115708.,    37029.2658579360
 0.13,       -0.0211428988,       -0.0011604962,        127796.,    40859.9553088985
 0.14,       -0.0201328189,        0.0008014392,        139935.,    44805.2940817003
 0.15,       -0.0199964323,       -0.0000484996,        154112.,    49357.3261588509
 0.16,       -0.0208901898,        0.0002235597,        168496.,    53735.3920266886
 0.17,       -0.0211147548,        0.0001731189,        181666.,    58132.9298659264
 0.18,       -0.0189501714,       -0.0000817601,        196019.,    62611.0029889923
 0.19,       -0.0194231050,        0.0008175157,        210089.,    67040.4636642089
 0.20,       -0.0177881776,       -0.0008491550,        226354.,    72644.3545513950
 0.21,       -0.0167706108,       -0.0003482930,        240968.,    76957.1825481296
 0.22,       -0.0185637088,       -0.0003994764,        257817.,    82363.1267177746
 0.23,       -0.0172523058,       -0.0001114700,        273644.,    87669.9089063165
 0.24,       -0.0160086468,        0.0009651033,        290371.,    92846.2050005921
 0.25,       -0.0157026836,        0.0002041897,        307127.,    98160.9584611969
 0.26,       -0.0152393682,        0.0006122345,        323052.,   103440.3836577167
 0.27,       -0.0150417393,       -0.0002145016,        339593.,   108842.3405613255
 0.28,       -0.0146751738,        0.0001854224,        358781.,   114707.8815121465
 0.29,       -0.0143179117,        0.0008269027,        377312.,   120972.6920313703
 0.30,       -0.0145489302,        0.0004474017,        395916.,   126778.0204339403
 0.31,       -0.0133523388,        0.0000175210,        413461.,   132410.7016307265
 0.32,       -0.0137989975,        0.0002859186,        434962.,   139216.8144120200
 0.33,       -0.0125059016,        0.0000091874,        452605.,   144923.0081832756
 0.34,       -0.0123075383,       -0.0003853293,        472468.,   151324.3775495711
 0.35,       -0.0122093963,       -0.0006003650,        492019.,   157588.3132581268
 0.36,       -0.0116810198,       -0.0003946861,        514130.,   164618.2392342189
 0.37,       -0.0112308670,        0.0002509477,        533914.,   171118.5403303181
 0.38,       -0.0113557790,        0.0002501111,        555559.,   177798.8128748302
 0.39,       -0.0108962033,       -0.0006268760,        577777.,   185408.6479198106
 0.40,       -0.0112571780,       -0.0004254464,        600105.,   192545.6812718522
 0.41,       -0.0099183666,       -0.0000507115,        622728.,   199576.9709902378
 0.42,       -0.0099219239,       -0.0003309041,        643873.,   206439.3991754490
 0.43,       -0.0093333126,       -0.0001853119,        668310.,   214408.5507464594
 0.44,       -0.0094268508,        0.0001262254,        690021.,   221364.8327964644
 0.45,       -0.0090260529,        0.0005168346,        714215.,   229201.8558057760
 0.46,       -0.0089827272,       -0.0000982382,        737716.,   236822.3078662151
 0.47,       -0.0087472787,       -0.0006304522,        763300.,   245196.8257901945
 0.48,       -0.0086072739,        0.0002583918,        789530.,   253474.5409500427
 0.49,       -0.0083786045,        0.0003660878,        813084.,   261360.1802951496
 0.50,       -0.0085679524,       -0.0001396781,        839033.,   270040.4478879693
