mu, q, u, number, w_total
 0.01,       -0.0001278868,        0.0000240051,         17719.,       25.3345822128
 0.02,       -0.0002820277,        0.0000649084,         19116.,       44.4143593932
 0.03,       -0.0008023953,        0.0000097390,         20782.,       73.3686465002
 0.04,       -0.0010333299,       -0.0000075892,         22450.,      102.5088712478
 0.05,       -0.0013366122,       -0.0000627662,         24245.,      132.2534282073
 0.06,       -0.0013236033,       -0.0000052640,         25800.,      155.4456972339
 0.07,       -0.0013942963,       -0.0000658659,         28147.,      186.4519316957
 0.08,       -0.0015447059,       -0.0000462535,         29954.,      220.3202392476
 0.09,       -0.0017962085,       -0.0000536814,         32590.,      256.7118076545
 0.10,       -0.0018053137,       -0.0000978391,         34414.,      288.7800889109
 0.11,       -0.0020505382,       -0.0001257030,         37127.,      327.8806656588
 0.12,       -0.0020857161,        0.0001218361,         39004.,      358.9781123190
 0.13,       -0.0021536224,       -0.0002666866,         41807.,      407.3011270121
 0.14,       -0.0022427783,       -0.0001791881,         44151.,      438.3531051582
 0.15,       -0.0022300938,       -0.0000379897,         46967.,      482.8442005158
 0.16,       -0.0023751928,       -0.0000061284,         49280.,      522.1789623140
 0.17,       -0.0024978804,       -0.0000124947,         52137.,      568.9148558145
 0.18,       -0.0023937621,        0.0000632074,         55698.,      616.1926129852
 0.19,       -0.0023787300,        0.0000005821,         57964.,      650.4717312593
 0.20,       -0.0024109132,        0.0000146801,         61456.,      712.6273660776
 0.21,       -0.0023736235,        0.0000989482,         64328.,      751.1209557224
 0.22,       -0.0022619411,       -0.0001585572,         67254.,      791.6954725930
 0.23,       -0.0025199553,       -0.0000216388,         71020.,      852.8154179255
 0.24,       -0.0025391073,        0.0001130700,         73847.,      897.7367253919
 0.25,       -0.0025148824,        0.0000071151,         76695.,      946.4032354874
 0.26,       -0.0025198833,        0.0000048697,         81025.,     1015.6393941574
 0.27,       -0.0024162398,        0.0000677568,         84224.,     1054.0678703825
 0.28,       -0.0025758647,        0.0000260417,         88282.,     1126.6297313732
 0.29,       -0.0025549515,        0.0000083750,         91420.,     1177.2412481310
 0.30,       -0.0025004545,       -0.0000346028,         95408.,     1248.7238133257
 0.31,       -0.0024876840,       -0.0001268898,        100130.,     1323.3923711891
 0.32,       -0.0024822792,       -0.0000123172,        103779.,     1381.2285439563
 0.33,       -0.0024612428,        0.0000062665,        107721.,     1447.2455755376
 0.34,       -0.0024284066,       -0.0000170614,        112654.,     1532.4394315762
 0.35,       -0.0024718610,       -0.0000239290,        116532.,     1595.2113977528
 0.36,       -0.0023476981,       -0.0000185297,        120782.,     1662.2717280466
 0.37,       -0.0024974144,        0.0000106655,        125299.,     1753.7659655002
 0.38,       -0.0024449069,        0.0000639915,        129174.,     1817.3595832096
 0.39,       -0.0022991650,        0.0000226467,        134243.,     1892.2439308355
 0.40,       -0.0023662663,       -0.0000168840,        138704.,     1957.8061824517
 0.41,       -0.0023064906,        0.0000203105,        143185.,     2045.3063529580
 0.42,       -0.0023760002,        0.0000033889,        148885.,     2133.3972154067
 0.43,       -0.0023268031,        0.0000207984,        154450.,     2255.8011780362
 0.44,       -0.0023460380,       -0.0000707289,        158384.,     2316.4624982487
 0.45,       -0.0023095671,        0.0001178863,        164641.,     2449.8586585539
 0.46,       -0.0022012725,        0.0000276383,        169747.,     2538.7464928041
 0.47,       -0.0021941249,       -0.0000200989,        175515.,     2633.0309688060
 0.48,       -0.0021844121,       -0.0000065874,        180560.,     2716.5744289018
 0.49,       -0.0022238927,       -0.0000255188,        186664.,     2829.8810566606
 0.50,       -0.0021916166,       -0.0000077155,        191788.,     2943.0612426140
 0.51,       -0.0021315938,       -0.0000435376,        197464.,     3053.3294544473
 0.52,       -0.0021894938,       -0.0000255677,        204231.,     3178.1104371258
 0.53,       -0.0021394468,       -0.0000545096,        210231.,     3299.5910103239
 0.54,       -0.0020684330,       -0.0000362695,        216729.,     3421.7625714219
 0.55,       -0.0020410123,        0.0000735344,        223248.,     3557.0157776616
 0.56,       -0.0019631943,        0.0000425985,        229222.,     3681.6457902381
 0.57,       -0.0020293914,       -0.0000521005,        236243.,     3838.5611487087
 0.58,       -0.0019556196,        0.0000026052,        243322.,     3962.3628099096
 0.59,       -0.0019446814,        0.0000180568,        249959.,     4111.6667245402
 0.60,       -0.0019196794,        0.0000511787,        256086.,     4226.2515768985
 0.61,       -0.0018872094,        0.0000601053,        263647.,     4416.2065695052
 0.62,       -0.0017622290,        0.0000888843,        270879.,     4552.8359904277
 0.63,       -0.0018038392,       -0.0000343867,        278792.,     4757.7933163322
 0.64,       -0.0017151313,       -0.0000266549,        285811.,     4888.9005132029
 0.65,       -0.0017197026,       -0.0000636880,        293351.,     5072.4384065431
 0.66,       -0.0016953665,        0.0000004763,        300692.,     5261.1834332396
 0.67,       -0.0016708846,       -0.0000178451,        308969.,     5448.8743878916
 0.68,       -0.0015920041,       -0.0000318724,        317171.,     5645.2788035571
 0.69,       -0.0016051193,        0.0000321700,        324855.,     5845.0917281255
 0.70,       -0.0015022263,        0.0000222873,        333164.,     6056.1704752924
 0.71,       -0.0015219569,        0.0000397916,        341513.,     6257.9900208434
 0.72,       -0.0014866276,       -0.0000860995,        350579.,     6485.1183308471
 0.73,       -0.0013903189,        0.0000018872,        358834.,     6708.0465569147
 0.74,       -0.0013424997,        0.0000038520,        368421.,     6957.3012766791
 0.75,       -0.0013894711,        0.0000320934,        376452.,     7231.1321288472
 0.76,       -0.0013095977,        0.0000188028,        386189.,     7489.2854924582
 0.77,       -0.0013017114,        0.0000144719,        395574.,     7724.7665839687
 0.78,       -0.0012826017,       -0.0000412299,        404677.,     7991.6832968366
 0.79,       -0.0011905933,       -0.0000270150,        414815.,     8278.8600487995
 0.80,       -0.0011092784,        0.0000149161,        424054.,     8558.1511327424
 0.81,       -0.0010623315,        0.0000185498,        435764.,     8859.6209491464
 0.82,       -0.0010586391,        0.0000087788,        444270.,     9212.8445846235
 0.83,       -0.0009701829,       -0.0000364335,        454785.,     9490.8833672589
 0.84,       -0.0009437103,        0.0000331045,        464385.,     9812.7414466472
 0.85,       -0.0008921406,        0.0000424378,        474379.,    10139.0680426646
 0.86,       -0.0008262380,        0.0000271048,        484571.,    10526.4722988927
 0.87,       -0.0007586514,        0.0000924383,        495897.,    10836.5161178078
 0.88,       -0.0007324238,       -0.0000477981,        506833.,    11258.5128879946
 0.89,       -0.0007134082,       -0.0000237821,        518536.,    11658.8061696298
 0.90,       -0.0006014895,        0.0000066809,        530380.,    12066.7684928627
 0.91,       -0.0005507804,       -0.0000240894,        540703.,    12438.6611652748
 0.92,       -0.0005046094,       -0.0000001529,        552956.,    12854.6290960732
 0.93,       -0.0005071606,       -0.0000505739,        564503.,    13295.6447690744
 0.94,       -0.0004161615,        0.0000292509,        576566.,    13810.7479076541
 0.95,       -0.0003351452,        0.0000061487,        589218.,    14262.9846682529
 0.96,       -0.0003203931,        0.0000209095,        599831.,    14703.2173093032
 0.97,       -0.0002107489,        0.0000099107,        613216.,    15140.6664637049
 0.98,       -0.0001351599,       -0.0000532964,        625420.,    15716.9911778640
 0.99,       -0.0000781594,       -0.0000012538,        638588.,    16242.3028089860
 1.00,       -0.0000476921,        0.0000045989,        651345.,    16844.9071311028
