mu, q, u, number, w_total
 0.01,       -0.0916889836,       -0.0203754247,          3744.,     3743.9741565713
 0.02,       -0.0958868976,       -0.0047308519,         11728.,    11727.9187961186
 0.03,       -0.0843829284,        0.0102931920,         20423.,    20422.8590981389
 0.04,       -0.0871598234,        0.0026419313,         29273.,    29272.7971970902
 0.05,       -0.0816740500,        0.0045330086,         38973.,    38972.7305473031
 0.06,       -0.0779661770,        0.0027133073,         48398.,    48397.6654522943
 0.07,       -0.0762612175,       -0.0019268128,         59130.,    59129.5914637453
 0.08,       -0.0747572263,       -0.0015935694,         69592.,    69591.5198323801
 0.09,       -0.0727689702,        0.0002095975,         80772.,    80771.4436896486
 0.10,       -0.0699792093,        0.0001513186,         91949.,    91948.3638177499
 0.11,       -0.0635972265,       -0.0002602577,        104078.,   104077.2803761610
 0.12,       -0.0615372735,       -0.0046228694,        117148.,   117147.1914025060
 0.13,       -0.0619398222,       -0.0020299713,        129216.,   129215.1060939991
 0.14,       -0.0597105496,       -0.0002599502,        141986.,   141985.0182370906
 0.15,       -0.0571538049,       -0.0006107495,        155280.,   155278.9308756388
 0.16,       -0.0570908355,        0.0022145335,        169450.,   169448.8272733564
 0.17,       -0.0566316041,       -0.0003363226,        183056.,   183054.7356574888
 0.18,       -0.0528702093,        0.0014979429,        197753.,   197751.6360617219
 0.19,       -0.0541137968,        0.0005353180,        212550.,   212548.5266423634
 0.20,       -0.0499883643,       -0.0009778794,        227782.,   227780.4238546178
 0.21,       -0.0483809958,        0.0022972352,        243143.,   243141.3214981685
 0.22,       -0.0460797520,       -0.0018620716,        259055.,   259053.2108108889
 0.23,       -0.0455930027,        0.0028575034,        275713.,   275711.0946076992
 0.24,       -0.0435678698,       -0.0023408529,        291572.,   291569.9848380036
 0.25,       -0.0438454522,       -0.0004185417,        309061.,   309058.8666589464
 0.26,       -0.0407173501,        0.0007040309,        325793.,   325790.7450684889
 0.27,       -0.0404729345,        0.0013674805,        343647.,   343644.6269088857
 0.28,       -0.0389163389,       -0.0010332080,        362659.,   362656.4906331408
 0.29,       -0.0386520562,        0.0013376692,        379345.,   379342.3806730218
 0.30,       -0.0361404423,       -0.0005379320,        398423.,   398420.2447345749
 0.31,       -0.0373944136,       -0.0012023605,        417917.,   417914.1163488277
 0.32,       -0.0370897143,       -0.0002347758,        436842.,   436838.9860633909
 0.33,       -0.0348431215,       -0.0006587784,        455948.,   455944.8519485603
 0.34,       -0.0317432745,        0.0020947274,        477594.,   477590.7015159641
 0.35,       -0.0323906133,       -0.0000666817,        497583.,   497579.5651441903
 0.36,       -0.0317770865,        0.0004745964,        517417.,   517413.4289301934
 0.37,       -0.0313129223,        0.0010361459,        539885.,   539881.2735486764
 0.38,       -0.0284576719,       -0.0012080888,        559870.,   559866.1375937870
 0.39,       -0.0293901112,       -0.0001595954,        582737.,   582732.9783383410
 0.40,       -0.0276610423,        0.0016682855,        603229.,   603224.8345113702
 0.41,       -0.0274574978,        0.0003142687,        625951.,   625946.6806191322
 0.42,       -0.0251811601,        0.0003070316,        649934.,   649929.5157610418
 0.43,       -0.0247042339,        0.0008259251,        674073.,   674068.3509814723
 0.44,       -0.0241315574,        0.0005808345,        695641.,   695636.2003087731
 0.45,       -0.0244274225,        0.0011149062,        720470.,   720465.0272716355
 0.46,       -0.0238535452,        0.0007293177,        745851.,   745845.8508643393
 0.47,       -0.0227726993,        0.0006511896,        768000.,   767994.7038805990
 0.48,       -0.0226197473,       -0.0001463107,        793306.,   793300.5284171316
 0.49,       -0.0219507890,        0.0005996659,        819283.,   819277.3588896886
 0.50,       -0.0179993556,       -0.0005591916,        844574.,   844568.1798179864
 0.51,       -0.0203124966,        0.0009538665,        871219.,   871212.9911730340
 0.52,       -0.0190352639,       -0.0005470860,        895666.,   895659.8326674025
 0.53,       -0.0194508951,        0.0012820267,        923832.,   923825.6395877923
 0.54,       -0.0193332211,       -0.0007841842,        949571.,   949564.4645352651
 0.55,       -0.0162915416,       -0.0008129530,        977660.,   977653.2621015715
 0.56,       -0.0179087646,       -0.0005388311,       1004743.,  1004736.0790571026
 0.57,       -0.0165450718,       -0.0001327580,       1032601.,  1032593.9002381442
 0.58,       -0.0153536689,       -0.0002735571,       1059642.,  1059634.7118432731
 0.59,       -0.0165078495,        0.0003118339,       1090041.,  1090033.4927871069
 0.60,       -0.0145650525,       -0.0005622367,       1117825.,  1117817.3142304141
 0.61,       -0.0150659122,        0.0005531299,       1148358.,  1148350.0985597726
 0.62,       -0.0138952591,       -0.0010274507,       1175727.,  1175718.9038670429
 0.63,       -0.0126789098,        0.0000499178,       1206374.,  1206365.6992156317
 0.64,       -0.0136432411,        0.0006481499,       1237752.,  1237743.4869006891
 0.65,       -0.0137028421,       -0.0004860961,       1268975.,  1268966.2752175066
 0.66,       -0.0129941120,        0.0002515059,       1297850.,  1297841.0693535970
 0.67,       -0.0120255875,        0.0011994477,       1329258.,  1329248.8695516111
 0.68,       -0.0105452643,        0.0009679051,       1362651.,  1362641.6442012312
 0.69,       -0.0107981517,        0.0002395455,       1395979.,  1395969.4115335979
 0.70,       -0.0098068460,        0.0003570798,       1426353.,  1426343.2031065761
 0.71,       -0.0102171946,       -0.0001222936,       1460844.,  1460833.9673332265
 0.72,       -0.0093172323,        0.0004935859,       1493681.,  1493670.7422604156
 0.73,       -0.0080727883,        0.0005876324,       1524817.,  1524806.5297503211
 0.74,       -0.0084372137,       -0.0010400164,       1559939.,  1559928.2950938400
 0.75,       -0.0087761208,        0.0006613410,       1593263.,  1593252.0467832279
 0.76,       -0.0075199955,       -0.0007361342,       1625581.,  1625569.8388467617
 0.77,       -0.0069310359,       -0.0009494511,       1662619.,  1662607.5999255697
 0.78,       -0.0066912767,       -0.0001023050,       1698194.,  1698182.3398618305
 0.79,       -0.0056585559,        0.0004708869,       1731664.,  1731652.1264697942
 0.80,       -0.0068228814,        0.0013917194,       1766953.,  1766940.8912101882
 0.81,       -0.0057436097,        0.0000032155,       1803276.,  1803263.6394223107
 0.82,       -0.0049512844,       -0.0004189342,       1841257.,  1841244.3753819908
 0.83,       -0.0055237029,        0.0003648644,       1877514.,  1877501.1323930679
 0.84,       -0.0058910463,        0.0002927526,       1915025.,  1915011.8829685273
 0.85,       -0.0038775793,        0.0013547415,       1952725.,  1952711.6228743650
 0.86,       -0.0045069220,       -0.0008311754,       1992882.,  1992868.3491084322
 0.87,       -0.0043691463,        0.0010328997,       2028768.,  2028754.1117804884
 0.88,       -0.0035924307,        0.0003730793,       2067599.,  2067584.8457235680
 0.89,       -0.0031952975,       -0.0002157980,       2105416.,  2105401.5895995446
 0.90,       -0.0030868114,       -0.0002081718,       2142709.,  2142694.3467505272
 0.91,       -0.0031389358,       -0.0007486452,       2184137.,  2184122.0654217466
 0.92,       -0.0038356395,       -0.0001573535,       2223746.,  2223730.7927454738
 0.93,       -0.0023057278,        0.0005513914,       2264427.,  2264411.5294794412
 0.94,       -0.0018250933,       -0.0005477404,       2305240.,  2305224.2413312243
 0.95,       -0.0018531567,        0.0002595575,       2343963.,  2343946.9957102844
 0.96,       -0.0012342423,        0.0003467620,       2385793.,  2385776.6973922704
 0.97,       -0.0004723955,       -0.0000030835,       2429631.,  2429614.4002732644
 0.98,       -0.0005935628,        0.0008409643,       2471433.,  2471416.1293164473
 0.99,        0.0005880443,       -0.0005253747,       2512260.,  2512242.8721802062
 1.00,       -0.0006310122,        0.0003163387,       2555770.,  2555752.5820904332
