mu, q, u, number, w_total
 0.01,       -0.0876669859,       -0.0072780126,          3900.,     3900.0000000000
 0.02,       -0.0728243178,        0.0036070069,         11747.,    11747.0000000000
 0.03,       -0.0640340022,        0.0051561762,         20365.,    20365.0000000000
 0.04,       -0.0726562897,        0.0056253231,         29574.,    29574.0000000000
 0.05,       -0.0753532856,       -0.0025337208,         39012.,    39012.0000000000
 0.06,       -0.0693605072,        0.0012017208,         48832.,    48832.0000000000
 0.07,       -0.0621017066,       -0.0003573474,         59249.,    59249.0000000000
 0.08,       -0.0619476803,       -0.0045330441,         70615.,    70615.0000000000
 0.09,       -0.0592724401,        0.0005110629,         81599.,    81599.0000000000
 0.10,       -0.0591836971,        0.0022703224,         93057.,    93057.0000000000
 0.11,       -0.0535488824,       -0.0011612919,        105159.,   105159.0000000000
 0.12,       -0.0513881302,       -0.0022389856,        116903.,   116903.0000000000
 0.13,       -0.0462601807,        0.0011239779,        129707.,   129707.0000000000
 0.14,       -0.0459819169,       -0.0025750162,        143337.,   143337.0000000000
 0.15,       -0.0452850490,        0.0011617165,        156825.,   156825.0000000000
 0.16,       -0.0451814330,       -0.0006517548,        170272.,   170272.0000000000
 0.17,       -0.0413789685,       -0.0030386321,        184674.,   184674.0000000000
 0.18,       -0.0397097592,        0.0011050776,        199380.,   199380.0000000000
 0.19,       -0.0379810423,       -0.0008716085,        214463.,   214463.0000000000
 0.20,       -0.0396620664,       -0.0006916291,        229631.,   229631.0000000000
 0.21,       -0.0355410442,       -0.0017448771,        245166.,   245166.0000000000
 0.22,       -0.0335111930,       -0.0003552232,        260646.,   260646.0000000000
 0.23,       -0.0341402989,        0.0017366042,        277761.,   277761.0000000000
 0.24,       -0.0320518715,       -0.0010314008,        294775.,   294775.0000000000
 0.25,       -0.0286326690,        0.0004740090,        311924.,   311924.0000000000
 0.26,       -0.0262706215,        0.0024119536,        328974.,   328974.0000000000
 0.27,       -0.0279358632,       -0.0020716856,        347798.,   347798.0000000000
 0.28,       -0.0259911520,       -0.0006726625,        365650.,   365650.0000000000
 0.29,       -0.0255565730,        0.0006826890,        383338.,   383338.0000000000
 0.30,       -0.0245848050,        0.0004689189,        402867.,   402867.0000000000
 0.31,       -0.0229635875,       -0.0012470538,        420798.,   420798.0000000000
 0.32,       -0.0225064151,        0.0016477837,        441830.,   441830.0000000000
 0.33,       -0.0198823197,       -0.0004848492,        462220.,   462220.0000000000
 0.34,       -0.0211721760,        0.0000071648,        482224.,   482224.0000000000
 0.35,       -0.0209688595,       -0.0008294077,        501365.,   501365.0000000000
 0.36,       -0.0188868467,        0.0011300284,        523799.,   523799.0000000000
 0.37,       -0.0156680384,       -0.0002237371,        545426.,   545426.0000000000
 0.38,       -0.0160971748,        0.0015224555,        566986.,   566986.0000000000
 0.39,       -0.0131046386,        0.0007648777,        588009.,   588009.0000000000
 0.40,       -0.0144674339,       -0.0015353479,        612582.,   612582.0000000000
 0.41,       -0.0137415191,       -0.0001007315,        634748.,   634748.0000000000
 0.42,       -0.0109105746,        0.0003522024,        655812.,   655812.0000000000
 0.43,       -0.0131840120,       -0.0013641633,        680116.,   680116.0000000000
 0.44,       -0.0117639442,        0.0001016220,        705127.,   705127.0000000000
 0.45,       -0.0106729931,       -0.0003540850,        729991.,   729991.0000000000
 0.46,       -0.0087965311,       -0.0004220475,        753983.,   753983.0000000000
 0.47,       -0.0086605721,        0.0000758273,        780336.,   780336.0000000000
 0.48,       -0.0081258562,       -0.0001749253,        803783.,   803783.0000000000
 0.49,       -0.0071833535,       -0.0015376768,        828324.,   828324.0000000000
 0.50,       -0.0061901879,        0.0002604042,        855484.,   855484.0000000000
