mu, q, u, number, w_total
 0.01,       -0.0196085564,       -0.0006753118,          3798.,      795.5989774948
 0.02,       -0.0206055855,       -0.0010896003,         11426.,     2522.3376888541
 0.03,       -0.0197450202,        0.0003998436,         19365.,     4211.2715135773
 0.04,       -0.0189012432,        0.0005400910,         28092.,     6170.6154488529
 0.05,       -0.0223104978,        0.0006728317,         37292.,     8196.6958928729
 0.06,       -0.0189298343,       -0.0015235233,         46729.,    10301.8367605746
 0.07,       -0.0196171049,       -0.0018770137,         56417.,    12457.0398716389
 0.08,       -0.0168635432,       -0.0008171174,         66708.,    14743.5754172395
 0.09,       -0.0172474224,       -0.0013797024,         77470.,    17143.2030769347
 0.10,       -0.0164122812,        0.0005346662,         88714.,    19642.5751445522
 0.11,       -0.0155832420,       -0.0008086027,         99894.,    22086.5405207932
 0.12,       -0.0152968962,       -0.0000917796,        111633.,    24659.1598081842
 0.13,       -0.0149256603,       -0.0009128575,        124264.,    27629.2510136563
 0.14,       -0.0138602394,        0.0005053528,        136264.,    30247.4113426082
 0.15,       -0.0143037068,       -0.0006234810,        148652.,    33037.8009025595
 0.16,       -0.0140251965,        0.0005897545,        161695.,    35708.9479949349
 0.17,       -0.0143928504,        0.0003214517,        175480.,    38840.6420798944
 0.18,       -0.0127575493,        0.0004629931,        189843.,    42086.4960518092
 0.19,       -0.0132116978,        0.0002674118,        203301.,    45045.7832604280
 0.20,       -0.0127847837,        0.0000378042,        218279.,    48327.6075173672
 0.21,       -0.0119212956,       -0.0007429417,        232362.,    51390.8650172907
 0.22,       -0.0108370065,       -0.0001898648,        247600.,    54746.1033672261
 0.23,       -0.0118879373,        0.0007853532,        263663.,    58370.9950086201
 0.24,       -0.0105764115,       -0.0007617123,        278639.,    61798.5640579208
 0.25,       -0.0107114983,        0.0001705851,        294677.,    65376.3378516967
 0.26,       -0.0102625784,       -0.0001940849,        312110.,    69312.1513318881
 0.27,       -0.0103064148,        0.0006794509,        328448.,    72871.7627061224
 0.28,       -0.0100497569,        0.0002296520,        346715.,    76749.4655077432
 0.29,       -0.0093225049,        0.0003617947,        362230.,    80488.1898846905
 0.30,       -0.0092179917,        0.0000704348,        380759.,    84378.1637703501
 0.31,       -0.0088553506,        0.0001205489,        398932.,    88320.6443800047
 0.32,       -0.0091642056,       -0.0001823126,        417349.,    92622.1032914384
 0.33,       -0.0087341178,       -0.0004158283,        436326.,    96763.5110987570
 0.34,       -0.0082418057,       -0.0000012662,        455130.,   100735.7818020659
 0.35,       -0.0079008006,       -0.0002166908,        476222.,   105754.2786265975
 0.36,       -0.0082890055,       -0.0003914923,        495227.,   109810.3314854788
 0.37,       -0.0077277741,        0.0005284648,        514792.,   114157.4877023654
 0.38,       -0.0074796930,       -0.0003486419,        535872.,   119388.9823080608
 0.39,       -0.0076226607,       -0.0000512902,        555935.,   123273.7733172355
 0.40,       -0.0068758596,        0.0000154935,        575919.,   127595.3505259631
