mu, q, u, number, w_total
 0.01,       -0.0217473451,        0.0024431715,          3352.,      793.0380398532
 0.02,       -0.0247646506,        0.0005872360,         10325.,     2481.6386365116
 0.03,       -0.0237450696,        0.0030045733,         17751.,     4257.7657317229
 0.04,       -0.0231573398,       -0.0000634134,         25641.,     6283.4636017179
 0.05,       -0.0231814296,       -0.0013250846,         33428.,     8179.3505242037
 0.06,       -0.0219116067,        0.0020531576,         42604.,    10365.9670510028
 0.07,       -0.0204716682,        0.0002319642,         51435.,    12576.0770165307
 0.08,       -0.0179902407,        0.0003366311,         60319.,    14712.1409330902
 0.09,       -0.0196161189,        0.0000975753,         70149.,    17110.8531819738
 0.10,       -0.0180069599,        0.0002253277,         80007.,    19561.2237591478
 0.11,       -0.0187680032,       -0.0001162873,         90399.,    22000.8909902754
 0.12,       -0.0173343356,       -0.0004211217,        100842.,    24531.7338751468
 0.13,       -0.0162167575,       -0.0001341753,        111589.,    27328.6784576162
 0.14,       -0.0164130947,        0.0007283753,        123059.,    30028.1436553699
 0.15,       -0.0157684226,       -0.0004414495,        134775.,    32922.2418943979
 0.16,       -0.0157716500,        0.0001729942,        146290.,    35749.3713723517
 0.17,       -0.0140483234,       -0.0000020920,        158068.,    38710.9341994077
 0.18,       -0.0138267885,        0.0001950284,        171907.,    41954.6143115960
 0.19,       -0.0148360140,       -0.0005881075,        184053.,    44923.9184216651
 0.20,       -0.0152754740,       -0.0002975691,        197147.,    48183.1751352296
 0.21,       -0.0133249975,       -0.0000329857,        209869.,    51207.5387548955
 0.22,       -0.0122747318,       -0.0002832740,        224108.,    54820.0891668068
 0.23,       -0.0118624809,        0.0000742369,        238359.,    58234.0332355495
 0.24,       -0.0130742147,       -0.0002069125,        253012.,    61863.6264511833
 0.25,       -0.0117020788,        0.0008274260,        267145.,    65297.7919978715
 0.26,       -0.0116673029,        0.0000167238,        281136.,    68594.3674174883
 0.27,       -0.0119686935,        0.0003273232,        296921.,    72616.9049207252
 0.28,       -0.0113624465,       -0.0009511142,        313953.,    76655.3958184611
 0.29,       -0.0110673455,        0.0007395541,        329497.,    80662.1638239782
 0.30,       -0.0098074275,        0.0007063406,        344877.,    84275.5019672640
 0.31,       -0.0101036647,       -0.0006468838,        360034.,    88185.9402240889
 0.32,       -0.0098103650,       -0.0004380998,        377373.,    92333.3838150910
 0.33,       -0.0093344252,        0.0002080166,        395929.,    97181.0560748977
 0.34,       -0.0095247664,        0.0002787854,        411555.,   100673.7017841517
 0.35,       -0.0089801857,       -0.0000858495,        430284.,   105184.7542185729
 0.36,       -0.0092708219,        0.0007389710,        449070.,   110130.5206327957
 0.37,       -0.0088748248,        0.0003849053,        465674.,   114124.0355141690
 0.38,       -0.0087021278,        0.0000432032,        484054.,   118785.2753104137
 0.39,       -0.0086352161,        0.0002302663,        503348.,   123069.3849858464
 0.40,       -0.0081535682,       -0.0003968682,        521783.,   127696.8622922824
 0.41,       -0.0076741671,        0.0001509642,        541839.,   132746.7041237615
 0.42,       -0.0080744482,        0.0004391184,        561295.,   137386.6115400421
 0.43,       -0.0074466701,       -0.0000676503,        582781.,   142704.1850204593
 0.44,       -0.0070776061,       -0.0001961504,        601733.,   147523.8764968833
 0.45,       -0.0071632026,       -0.0002744747,        623153.,   152826.0692669533
 0.46,       -0.0071640789,        0.0000307455,        643977.,   157870.6171922110
 0.47,       -0.0063988449,        0.0004305774,        664037.,   162817.2991657035
 0.48,       -0.0072303088,        0.0000230938,        687406.,   168477.0721985108
 0.49,       -0.0066464265,       -0.0000056611,        709885.,   174055.6764188265
 0.50,       -0.0062689976,       -0.0001687108,        729758.,   179316.2115011061
 0.51,       -0.0060398256,        0.0004183153,        752333.,   184867.9048002906
 0.52,       -0.0061694360,        0.0000996691,        775818.,   190425.3468802254
 0.53,       -0.0058459182,        0.0001822922,        797371.,   195921.5487276063
 0.54,       -0.0057949249,       -0.0003161549,        821985.,   202071.8922123365
 0.55,       -0.0052377827,       -0.0002178452,        845827.,   207501.2281712923
 0.56,       -0.0052306295,       -0.0003800025,        868430.,   213473.9029583592
 0.57,       -0.0052380983,        0.0003928988,        893775.,   219674.6358529067
 0.58,       -0.0052263286,        0.0000870291,        917808.,   225682.0387827560
 0.59,       -0.0045379113,        0.0002112340,        943026.,   231669.0512766645
 0.60,       -0.0043688070,       -0.0001295953,        966605.,   237624.7962674858
 0.61,       -0.0044730207,        0.0001109287,        991908.,   243913.2774096921
 0.62,       -0.0045098722,       -0.0002661137,       1018836.,   250775.7656443752
 0.63,       -0.0041473900,       -0.0002907273,       1044268.,   257296.8075264027
 0.64,       -0.0041247816,       -0.0000323450,       1071418.,   263985.5468438456
 0.65,       -0.0042792640,       -0.0000532240,       1096865.,   269931.3967582600
 0.66,       -0.0037766767,       -0.0001370605,       1123044.,   276793.1424328466
 0.67,       -0.0036122759,        0.0001478767,       1150180.,   283931.7534099931
 0.68,       -0.0033009697,       -0.0000481783,       1180513.,   291025.5342705465
 0.69,       -0.0034464793,        0.0000942808,       1207446.,   298142.2259714252
 0.70,       -0.0033199879,       -0.0000324203,       1235579.,   304683.3285484979
 0.71,       -0.0033342978,        0.0005119155,       1260890.,   311172.3514043859
 0.72,       -0.0027014503,        0.0000181558,       1291240.,   318941.1774930729
 0.73,       -0.0031016587,        0.0001616239,       1320660.,   325719.7495302201
 0.74,       -0.0028222517,       -0.0001737605,       1351080.,   333898.8648136796
 0.75,       -0.0024970233,        0.0003077425,       1378292.,   340329.2967369592
 0.76,       -0.0028246816,       -0.0000832644,       1407485.,   347959.2386355794
 0.77,       -0.0021373462,        0.0001066088,       1438174.,   356064.6283620062
 0.78,       -0.0025162561,       -0.0000807938,       1466786.,   363121.1721859283
 0.79,       -0.0024581956,       -0.0000736434,       1499819.,   371162.3976242719
 0.80,       -0.0022734164,        0.0002532348,       1530974.,   379335.3394071202
 0.81,       -0.0020786484,       -0.0002824629,       1559770.,   385930.8420390354
 0.82,       -0.0017948702,        0.0000030721,       1592452.,   395075.7310907555
 0.83,       -0.0016997457,        0.0002732524,       1622597.,   402154.0056367642
 0.84,       -0.0018917716,        0.0002848010,       1657229.,   411121.7010358771
 0.85,       -0.0014013648,       -0.0000295041,       1689619.,   419193.0894920672
 0.86,       -0.0014044071,        0.0000793163,       1722481.,   427185.6265936905
 0.87,       -0.0012206988,        0.0002039879,       1754237.,   435793.0185909363
 0.88,       -0.0014854137,       -0.0000424335,       1789635.,   444486.2103881787
 0.89,       -0.0010342053,       -0.0000663710,       1822844.,   452839.8238581698
 0.90,       -0.0009479527,       -0.0002181234,       1858214.,   462002.6263288591
 0.91,       -0.0007365872,        0.0002843268,       1891383.,   470442.4317253643
 0.92,       -0.0006159029,        0.0001774079,       1924185.,   478647.7222205443
 0.93,       -0.0007191611,        0.0001305249,       1960781.,   488191.7022637854
 0.94,       -0.0005252284,        0.0003230092,       1996908.,   497337.2904436999
 0.95,       -0.0005747039,        0.0000610197,       2030956.,   505792.9929562435
 0.96,       -0.0004869030,        0.0001297884,       2068190.,   515583.1051576276
 0.97,       -0.0001882335,        0.0002807293,       2103523.,   524792.3399043391
 0.98,       -0.0004573260,        0.0000436401,       2137380.,   533157.4784704896
 0.99,        0.0001214285,        0.0000062224,       2175985.,   543043.5012992090
 1.00,       -0.0000857739,        0.0002121136,       2212983.,   552657.6740096145
