mu, q, u, number, w_total
 0.01,       -0.0635551314,        0.0114850350,          3803.,     2766.3386106410
 0.02,       -0.0637821534,       -0.0014404288,         11727.,     8598.7054167338
 0.03,       -0.0637718131,       -0.0075586756,         20254.,    14775.0789361926
 0.04,       -0.0657017037,       -0.0007181484,         29285.,    21347.5889942857
 0.05,       -0.0617508948,        0.0040112091,         38724.,    28224.1498568338
 0.06,       -0.0592089021,       -0.0001334010,         48702.,    35552.1978813478
 0.07,       -0.0589394920,       -0.0014300650,         59482.,    43460.1567189908
 0.08,       -0.0576849264,        0.0007608521,         69783.,    51025.2878108751
 0.09,       -0.0552518797,       -0.0005778415,         81213.,    59389.8910631826
 0.10,       -0.0515128634,       -0.0006544521,         92136.,    67289.6370660473
 0.11,       -0.0525593623,        0.0027264830,        103983.,    75949.4075652772
 0.12,       -0.0519093637,       -0.0000531684,        116890.,    85271.7250887631
 0.13,       -0.0465318275,       -0.0016841420,        129279.,    94447.4671683647
 0.14,       -0.0452477161,        0.0001616285,        142372.,   103887.6096773649
 0.15,       -0.0446184309,        0.0035807774,        155732.,   113589.5032606529
 0.16,       -0.0424863466,        0.0016965373,        170581.,   124564.5418462846
 0.17,       -0.0435853210,       -0.0007940336,        183132.,   133700.2913325996
 0.18,       -0.0413527868,       -0.0003485427,        197909.,   144474.3569598651
 0.19,       -0.0393721007,       -0.0003573434,        212780.,   155233.7885106254
 0.20,       -0.0388034535,       -0.0005753680,        228455.,   166869.0323002184
 0.21,       -0.0370754576,       -0.0002647881,        243628.,   177759.2610168598
 0.22,       -0.0363235647,        0.0031048492,        259396.,   189527.3650784518
 0.23,       -0.0346619863,        0.0010403048,        275467.,   201111.0242880496
 0.24,       -0.0339576583,        0.0022761420,        292801.,   213707.4298005863
 0.25,       -0.0325347027,       -0.0008405600,        309423.,   226013.2510878563
 0.26,       -0.0342309033,        0.0010322769,        325642.,   237723.7452534712
 0.27,       -0.0316594766,       -0.0008845769,        344626.,   251589.9159145148
 0.28,       -0.0299186633,       -0.0011572540,        363011.,   265016.6056053797
 0.29,       -0.0287825736,        0.0006293162,        380555.,   277890.0789498443
 0.30,       -0.0286137482,        0.0000791502,        399383.,   291858.6211462473
 0.31,       -0.0279397569,        0.0004462289,        417278.,   304885.5408455447
 0.32,       -0.0266333220,       -0.0000463434,        438992.,   320711.7651525389
 0.33,       -0.0278712819,       -0.0006589770,        457942.,   334578.7205177149
 0.34,       -0.0256086285,       -0.0010382012,        478130.,   349490.4656075764
 0.35,       -0.0260476142,        0.0002149932,        498019.,   363816.6237608193
 0.36,       -0.0254081306,       -0.0011219269,        519938.,   380126.3713987268
 0.37,       -0.0238336342,       -0.0012043265,        541551.,   395929.6060046876
 0.38,       -0.0236796229,       -0.0010682648,        560328.,   409673.3471242747
 0.39,       -0.0226812978,        0.0005713709,        584286.,   427311.6438875575
 0.40,       -0.0197917512,        0.0006431278,        606773.,   443696.4163888594
 0.41,       -0.0222367178,        0.0013390079,        626229.,   458300.4443861419
 0.42,       -0.0206000133,       -0.0005434236,        650470.,   475791.0738209879
 0.43,       -0.0199156478,       -0.0005784104,        675447.,   494051.2236583065
 0.44,       -0.0186235586,        0.0011596027,        697130.,   510291.6469324994
 0.45,       -0.0194266481,        0.0007894991,        721003.,   527592.1361061314
 0.46,       -0.0182138555,       -0.0006009944,        746675.,   546736.2406592101
 0.47,       -0.0183948700,        0.0003154980,        773215.,   566265.7396117327
 0.48,       -0.0168351744,       -0.0001885563,        796421.,   583396.3570176683
 0.49,       -0.0168982136,       -0.0010468390,        820600.,   601533.0219109253
 0.50,       -0.0163677020,       -0.0001633098,        845838.,   620087.3121787079
 0.51,       -0.0147542696,       -0.0007439897,        873323.,   640308.1440010419
