mu, q, u, number, w_total
 0.51,       -0.0103076744,       -0.0002465936,        867746.,   359759.6141404752
 0.52,       -0.0100126861,       -0.0000240106,        894445.,   370600.6702708194
 0.53,       -0.0098773916,        0.0003357091,        922114.,   381936.4368542157
 0.54,       -0.0096555856,        0.0005977535,        949645.,   393743.6758359896
 0.55,       -0.0093363488,       -0.0006081290,        977344.,   405062.2175025127
 0.56,       -0.0090512862,        0.0004746287,       1004533.,   416683.3868938063
 0.57,       -0.0082118824,       -0.0000093645,       1032117.,   428297.6645550437
 0.58,       -0.0087210538,        0.0003344878,       1059679.,   439694.3786701147
 0.59,       -0.0081165207,       -0.0002278002,       1088503.,   451958.2877358626
 0.60,       -0.0080230891,        0.0000986066,       1116311.,   463205.2549687685
 0.61,       -0.0080463427,       -0.0001980675,       1147559.,   476764.0329394320
 0.62,       -0.0079073278,        0.0004626081,       1175780.,   488590.8946008218
 0.63,       -0.0066991972,       -0.0001861797,       1208060.,   502056.8746447172
 0.64,       -0.0068327814,        0.0002093454,       1235200.,   513412.6702638589
 0.65,       -0.0066417107,        0.0000374296,       1266946.,   526582.2239460357
 0.66,       -0.0062655623,        0.0000685493,       1298704.,   540435.5008127646
 0.67,       -0.0062048578,        0.0000287260,       1328213.,   552648.5591352305
 0.68,       -0.0058943568,       -0.0000777979,       1362894.,   567740.5561294713
 0.69,       -0.0054199345,       -0.0001667390,       1393915.,   580278.1680488493
 0.70,       -0.0058123182,        0.0002239460,       1425259.,   593386.3439015017
 0.71,       -0.0050069842,        0.0000609830,       1455512.,   607278.6680574667
 0.72,       -0.0044235857,       -0.0003102070,       1492719.,   622716.9529489069
 0.73,       -0.0049615370,        0.0001833869,       1524682.,   636351.3992032947
 0.74,       -0.0053001036,        0.0000738097,       1558973.,   650710.8508466217
 0.75,       -0.0048810887,       -0.0003004498,       1590644.,   664338.0505834336
 0.76,       -0.0044005476,        0.0000494323,       1628870.,   680304.8358360045
 0.77,       -0.0044481591,       -0.0003030649,       1662575.,   694642.7115761027
 0.78,       -0.0037692779,        0.0000712765,       1695532.,   708575.1103168959
 0.79,       -0.0038310365,        0.0002689411,       1734270.,   724818.7354048103
 0.80,       -0.0033211338,       -0.0001934431,       1766539.,   739279.7257717908
 0.81,       -0.0034118604,        0.0000389966,       1803864.,   755617.8583950392
 0.82,       -0.0033624565,        0.0001504698,       1838042.,   769400.7012621161
 0.83,       -0.0028956256,        0.0001558343,       1876171.,   786014.9428284741
 0.84,       -0.0027213864,        0.0000083703,       1913208.,   801557.8493726000
 0.85,       -0.0033295706,       -0.0001179139,       1950794.,   818272.0276961259
 0.86,       -0.0025433389,       -0.0004448576,       1988409.,   834437.1688510192
 0.87,       -0.0021304121,       -0.0000736375,       2025143.,   850080.3414519713
 0.88,       -0.0021641905,       -0.0002340426,       2062588.,   865617.3971856607
 0.89,       -0.0018501795,        0.0003739336,       2106917.,   884946.7932789235
 0.90,       -0.0020927278,       -0.0000316945,       2141727.,   900130.5268055308
 0.91,       -0.0016741918,       -0.0000564533,       2181727.,   917317.7423181565
 0.92,       -0.0015291746,       -0.0004707479,       2218656.,   932653.3762577377
 0.93,       -0.0009408561,       -0.0000986391,       2264001.,   952799.3903889582
 0.94,       -0.0014118113,       -0.0001338424,       2302582.,   969396.0861321895
 0.95,       -0.0009508639,       -0.0003649022,       2344527.,   987356.0195483328
 0.96,       -0.0008734989,       -0.0003011401,       2385395.,  1005472.5434321496
 0.97,       -0.0004686126,        0.0003756651,       2424255.,  1022608.6261437064
 0.98,       -0.0006574227,        0.0004589522,       2465404.,  1040741.6586408997
 0.99,       -0.0000894897,       -0.0000421819,       2509817.,  1059723.7507168329
 1.00,       -0.0002648810,        0.0002289688,       2552326.,  1078569.6394138397
