mu, q, u, number, w_total
 0.01,       -0.0198104430,        0.0028269421,          3687.,      797.3486664389
 0.02,       -0.0235113410,        0.0007085346,         10644.,     2454.2750767096
 0.03,       -0.0226623708,       -0.0011384089,         18214.,     4339.5749896729
 0.04,       -0.0225090176,       -0.0011001436,         25918.,     6211.0317815543
 0.05,       -0.0211110373,       -0.0007700336,         34216.,     8237.9301848012
 0.06,       -0.0224785816,       -0.0002184386,         42222.,    10153.0603256490
 0.07,       -0.0183879495,       -0.0000092504,         51331.,    12430.0350639240
 0.08,       -0.0206216693,        0.0003025716,         60804.,    14759.2773013262
 0.09,       -0.0185233871,       -0.0005777718,         70281.,    17168.4104592166
 0.10,       -0.0177505435,        0.0003461057,         79974.,    19419.0658816980
 0.11,       -0.0183605460,       -0.0002976886,         90428.,    21924.3318647318
 0.12,       -0.0168358153,        0.0007262753,        101387.,    24682.9473597463
 0.13,       -0.0156480511,        0.0013191765,        112312.,    27426.9393280064
 0.14,       -0.0155734786,       -0.0008621763,        122664.,    29851.9436490282
 0.15,       -0.0142296547,        0.0003265660,        135380.,    33088.5936866488
 0.16,       -0.0152453063,       -0.0008053199,        146570.,    35732.4403064259
 0.17,       -0.0150318372,       -0.0007867677,        158935.,    38726.4227530397
 0.18,       -0.0135879535,       -0.0000629383,        171511.,    41836.9977308314
 0.19,       -0.0140171087,        0.0006709669,        184631.,    44961.7738856199
 0.20,       -0.0139319465,       -0.0004557333,        197827.,    48124.7290589597
 0.21,       -0.0134444226,       -0.0001227784,        210502.,    51310.9278887585
 0.22,       -0.0122596026,       -0.0007880731,        225145.,    54911.3509872672
 0.23,       -0.0115727677,        0.0001196953,        239720.,    58585.7426691328
 0.24,       -0.0118336365,        0.0000463278,        252527.,    61538.3944407517
 0.25,       -0.0117941261,       -0.0001187540,        267509.,    65411.3123981522
 0.26,       -0.0117984020,        0.0008679065,        282750.,    69090.8413582979
 0.27,       -0.0111140810,        0.0003896688,        297416.,    72493.6377668999
 0.28,       -0.0115314088,       -0.0006872567,        313865.,    76670.4848964676
 0.29,       -0.0114151014,        0.0001134307,        329333.,    80556.2138923585
 0.30,       -0.0106461203,       -0.0000402904,        345203.,    84309.5012316531
 0.31,       -0.0104328558,        0.0004222585,        362586.,    88655.6367078555
 0.32,       -0.0095478060,       -0.0000280202,        377265.,    92344.4718527388
 0.33,       -0.0095189037,       -0.0001523497,        395369.,    96854.0898021810
 0.34,       -0.0090504776,       -0.0001753273,        412256.,   100747.1251748747
 0.35,       -0.0088618541,        0.0002446827,        432266.,   105643.0499002018
 0.36,       -0.0088009628,       -0.0002117305,        447969.,   109693.4703456550
 0.37,       -0.0089513130,        0.0001149013,        465924.,   113984.5435413288
 0.38,       -0.0079640960,       -0.0004806403,        484638.,   118612.6853362720
 0.39,       -0.0086110948,        0.0000431630,        503984.,   123512.9117606111
 0.40,       -0.0079091719,        0.0002560897,        521601.,   127328.2719608510
 0.41,       -0.0081026356,       -0.0000945205,        542184.,   132906.1034655386
 0.42,       -0.0079315513,        0.0000927217,        560482.,   137191.5122651670
 0.43,       -0.0071327991,        0.0000524571,        582207.,   142777.0150431727
 0.44,       -0.0073030197,       -0.0003556720,        601556.,   147396.9787691632
 0.45,       -0.0070644732,        0.0004320064,        623953.,   153139.2293152667
 0.46,       -0.0071060157,        0.0002960789,        644354.,   157729.3948863475
 0.47,       -0.0065978057,       -0.0003127896,        664789.,   162788.1704517333
 0.48,       -0.0067026245,        0.0005368446,        685828.,   167949.8399353068
 0.49,       -0.0062452849,        0.0000741460,        708580.,   173778.4366260365
 0.50,       -0.0058756387,       -0.0005145274,        730725.,   179077.3045210947
 0.51,       -0.0063824890,       -0.0001399003,        752937.,   184678.6457041151
 0.52,       -0.0056409442,        0.0002409122,        775508.,   190357.3363917962
 0.53,       -0.0057012312,        0.0000156861,        798275.,   195884.4640980274
 0.54,       -0.0050932168,        0.0000414481,        822541.,   202017.5472729074
 0.55,       -0.0055027896,        0.0001515104,        845138.,   207144.8907448692
 0.56,       -0.0051993397,        0.0003806549,        867030.,   212854.1771733881
 0.57,       -0.0049639746,       -0.0001722866,        894154.,   219438.7310031755
 0.58,       -0.0048164474,        0.0002526932,        916478.,   225125.4966387026
 0.59,       -0.0046126439,        0.0002597890,        940701.,   231334.7510835564
 0.60,       -0.0045089836,       -0.0001719433,        966572.,   237617.9040188862
 0.61,       -0.0047113319,        0.0000524220,        993594.,   244684.5233228838
 0.62,       -0.0042430507,       -0.0001423607,       1020073.,   250457.6923291644
 0.63,       -0.0038669098,        0.0000696675,       1044100.,   256945.1980498646
 0.64,       -0.0041817075,        0.0001310600,       1072331.,   263672.8119575134
 0.65,       -0.0041008572,       -0.0001178503,       1096643.,   269856.9840083496
 0.66,       -0.0034993231,        0.0000561285,       1124505.,   276802.3505164195
 0.67,       -0.0033411503,       -0.0003811849,       1152064.,   284215.7986567784
 0.68,       -0.0036280763,       -0.0000064734,       1179926.,   290768.1290044051
 0.69,       -0.0034523784,        0.0003780488,       1209574.,   298341.2746201225
 0.70,       -0.0031532884,       -0.0000267977,       1234346.,   304302.4202918431
 0.71,       -0.0033344211,       -0.0000209627,       1262007.,   311384.3622305208
 0.72,       -0.0029117317,       -0.0001308705,       1291867.,   318787.0017869286
 0.73,       -0.0028489673,        0.0003784757,       1321478.,   326247.3113814230
 0.74,       -0.0029404915,       -0.0003332350,       1350338.,   333471.0709469722
 0.75,       -0.0029310806,        0.0002603106,       1379292.,   340935.8722649022
 0.76,       -0.0024191889,        0.0000605232,       1408099.,   348117.8403282383
 0.77,       -0.0024246363,        0.0001815151,       1437883.,   355548.0149062146
 0.78,       -0.0024785699,        0.0003604913,       1469608.,   363691.7041419978
 0.79,       -0.0020982415,       -0.0000634701,       1499670.,   370935.9167358037
 0.80,       -0.0022662911,       -0.0000688934,       1531039.,   379424.3962219915
 0.81,       -0.0020984115,       -0.0000938064,       1561793.,   386624.1306363447
 0.82,       -0.0018117542,        0.0002106681,       1594789.,   395053.5316953763
 0.83,       -0.0017431769,       -0.0001885132,       1624456.,   402678.3247883316
 0.84,       -0.0018681056,       -0.0002019877,       1659068.,   411449.5358012712
 0.85,       -0.0013035561,       -0.0000815830,       1688080.,   418511.2165113044
 0.86,       -0.0013606610,       -0.0002259217,       1725044.,   428054.3119140504
 0.87,       -0.0014525600,       -0.0000386514,       1756615.,   435939.0105840709
 0.88,       -0.0011804263,       -0.0001453618,       1789518.,   444345.7045036685
 0.89,       -0.0008346848,       -0.0001246309,       1822825.,   452832.3072510271
 0.90,       -0.0013514241,        0.0000098342,       1859079.,   461587.5916217647
 0.91,       -0.0007390460,       -0.0001853101,       1891963.,   470224.9920941469
 0.92,       -0.0008945195,       -0.0000796188,       1925217.,   479012.2271411031
 0.93,       -0.0006007183,       -0.0002650170,       1961915.,   488283.0324053951
 0.94,       -0.0006383617,       -0.0001438770,       1996844.,   497298.9945617864
 0.95,       -0.0003813168,        0.0002413645,       2032052.,   506258.4188416036
 0.96,       -0.0005358595,       -0.0000816457,       2067678.,   515317.0439076014
 0.97,       -0.0002054800,        0.0000513692,       2105417.,   525490.5902352242
 0.98,       -0.0000723435,        0.0000909867,       2140895.,   534139.1596536378
