mu, q, u, number, w_total
 0.01,       -0.0191470666,        0.0006925445,          3737.,      908.9862812181
 0.02,       -0.0298631076,        0.0046605161,          8278.,     2441.7814757470
 0.03,       -0.0292434209,       -0.0008905865,         13351.,     4159.5711874873
 0.04,       -0.0297338427,        0.0014346180,         18697.,     5981.0232700090
 0.05,       -0.0269214166,       -0.0013036625,         24439.,     7908.6532284450
 0.06,       -0.0280503157,       -0.0018718332,         29945.,     9767.2596795050
 0.07,       -0.0260638299,       -0.0010917006,         36000.,    11771.9547547894
 0.08,       -0.0288166215,        0.0024969154,         42366.,    13956.8266119347
 0.09,       -0.0255180835,       -0.0027074904,         49197.,    16266.3823359650
 0.10,       -0.0246099509,       -0.0000416005,         55738.,    18524.0915865532
 0.11,       -0.0228942960,        0.0017715118,         62755.,    20871.3440492589
 0.12,       -0.0245090172,       -0.0008750107,         69620.,    23225.9949954623
 0.13,       -0.0220985545,        0.0003939838,         77098.,    25695.4294429759
 0.14,       -0.0208877512,       -0.0001626093,         84379.,    28202.0299757435
 0.15,       -0.0233192139,       -0.0006281790,         92843.,    31018.5083998111
 0.16,       -0.0222839923,        0.0008287906,        101098.,    33820.2053779569
 0.17,       -0.0197018627,       -0.0011204890,        109136.,    36508.8829167121
 0.18,       -0.0203005625,       -0.0004170526,        118070.,    39616.9525217889
 0.19,       -0.0191773010,        0.0018859256,        126252.,    42202.7005671618
 0.20,       -0.0184144627,        0.0001133044,        134624.,    45126.8641575474
 0.21,       -0.0178025431,        0.0003855054,        144274.,    48466.1580951038
 0.22,       -0.0177390705,       -0.0009833008,        153953.,    51586.0290674949
 0.23,       -0.0182596150,        0.0004029398,        163475.,    54893.4571004272
 0.24,       -0.0164971884,        0.0010656070,        173438.,    58012.4863818818
 0.25,       -0.0167821759,        0.0012487047,        183411.,    61601.7269942892
 0.26,       -0.0168953978,       -0.0005328035,        192373.,    64539.9328071807
 0.27,       -0.0162340166,       -0.0004254600,        204241.,    68413.5185844031
 0.28,       -0.0158791400,       -0.0011196614,        213858.,    71934.2259416671
 0.29,       -0.0149480183,       -0.0005522988,        224712.,    75579.2423699155
 0.30,       -0.0145907742,        0.0002812048,        235622.,    79133.2921050275
 0.31,       -0.0135864785,       -0.0004536110,        247942.,    83279.6117076307
 0.32,       -0.0143751497,       -0.0005797669,        258004.,    86795.0484865368
 0.33,       -0.0136773896,       -0.0008418316,        270103.,    91012.3037706302
 0.34,       -0.0125798206,        0.0001683141,        280986.,    94564.1197257692
 0.35,       -0.0125976547,        0.0003426353,        293506.,    98741.1012905335
 0.36,       -0.0127197101,       -0.0004593618,        306290.,   103153.2828507079
 0.37,       -0.0113169098,        0.0001334425,        319379.,   107480.9168551420
 0.38,       -0.0117140814,        0.0002574896,        330482.,   111507.5335566547
 0.39,       -0.0115887281,        0.0003851255,        344072.,   115688.5932003760
 0.40,       -0.0109148317,        0.0003610256,        357218.,   120367.8750162849
 0.41,       -0.0103446628,        0.0004585615,        369601.,   124682.3351409079
 0.42,       -0.0111950023,       -0.0002203160,        382712.,   129055.7304182908
 0.43,       -0.0098727110,        0.0004138362,        398775.,   134423.5866247351
 0.44,       -0.0101496924,        0.0001284800,        411096.,   138777.1272392366
 0.45,       -0.0092904055,        0.0007131405,        425655.,   143408.2635374246
 0.46,       -0.0102251070,        0.0003486431,        440038.,   148448.6633047624
 0.47,       -0.0086618300,       -0.0007776370,        454229.,   153189.6054104507
 0.48,       -0.0096728665,        0.0006669576,        469277.,   158209.8275675603
 0.49,       -0.0084021797,        0.0002284300,        484527.,   163623.6414597168
 0.50,       -0.0086556196,        0.0001252893,        498566.,   168418.3803042868
 0.51,       -0.0086954222,        0.0002440985,        514741.,   173638.0743800613
 0.52,       -0.0082655776,        0.0003859731,        529353.,   178752.5523400287
 0.53,       -0.0078268017,       -0.0000066145,        545588.,   184210.3469411194
 0.54,       -0.0071778227,       -0.0000650153,        562392.,   190072.9880224354
 0.55,       -0.0077808387,       -0.0004067498,        577018.,   194807.1523390459
 0.56,       -0.0074922758,       -0.0001278067,        593917.,   200560.2644023416
 0.57,       -0.0073673529,       -0.0001888514,        609373.,   206136.2175039402
 0.58,       -0.0062871035,       -0.0000480119,        627577.,   212348.6644601149
 0.59,       -0.0063125400,        0.0009592778,        642463.,   217237.6326207572
 0.60,       -0.0063257607,       -0.0000114547,        660049.,   223456.7997108741
 0.61,       -0.0063008820,        0.0003087558,        679193.,   229880.7379730151
 0.62,       -0.0062569087,       -0.0004230915,        696070.,   235704.1501222906
 0.63,       -0.0059506234,       -0.0001538268,        714113.,   242328.9604297641
 0.64,       -0.0054638961,        0.0005806992,        731120.,   247854.9034710803
 0.65,       -0.0052926838,       -0.0000378044,        749924.,   254348.6572731924
 0.66,       -0.0051918562,       -0.0000341344,        767458.,   260265.7360758867
 0.67,       -0.0053397480,        0.0004927950,        785852.,   266603.9654511383
 0.68,       -0.0051645883,       -0.0001622481,        807986.,   274319.5935350182
 0.69,       -0.0046682097,        0.0006706583,        824766.,   279956.5834394502
 0.70,       -0.0047235369,        0.0003135695,        843546.,   286238.0126389284
 0.71,       -0.0044947607,        0.0003338666,        863268.,   292953.6059564624
 0.72,       -0.0042833750,       -0.0001877852,        881678.,   299583.2752219721
 0.73,       -0.0040866901,        0.0003345439,        901963.,   306338.9142758636
 0.74,       -0.0039337834,        0.0001160295,        921597.,   313057.9385353557
 0.75,       -0.0034703923,        0.0000539678,        943575.,   320718.9365671139
 0.76,       -0.0035589504,       -0.0003598675,        962852.,   327412.5438230353
 0.77,       -0.0037747248,        0.0003793421,        984081.,   334574.2207596876
 0.78,       -0.0031822844,        0.0001001453,       1005057.,   341974.3586557956
 0.79,       -0.0029702015,       -0.0000440020,       1025810.,   348929.1277233785
 0.80,       -0.0034158419,        0.0000787792,       1046108.,   356213.3825991035
 0.81,       -0.0030691456,       -0.0002828792,       1069233.,   364142.2935357407
 0.82,       -0.0031054145,        0.0007302724,       1088661.,   370931.9736304990
 0.83,       -0.0020800654,       -0.0001698473,       1113453.,   379887.4343030519
 0.84,       -0.0025302192,       -0.0001134553,       1132145.,   385688.1827416940
 0.85,       -0.0022856717,       -0.0000076361,       1156179.,   393957.6255192191
 0.86,       -0.0020194884,       -0.0000456790,       1180170.,   402487.1759136372
 0.87,       -0.0023370261,        0.0005089420,       1202503.,   410452.8526182127
 0.88,       -0.0016635088,       -0.0000061006,       1225486.,   417903.7143667788
 0.89,       -0.0018434487,        0.0002337054,       1246144.,   425793.8022001258
 0.90,       -0.0008479845,       -0.0002638145,       1271620.,   434324.8732761162
 0.91,       -0.0010737068,        0.0002584221,       1295602.,   443215.5072519267
 0.92,       -0.0009584206,        0.0000331776,       1319758.,   451420.9915470175
 0.93,       -0.0012816156,        0.0002641732,       1340780.,   458442.4965760304
 0.94,       -0.0008427986,       -0.0002214137,       1365982.,   467315.3283755051
 0.95,       -0.0010136226,        0.0002540507,       1390420.,   476031.8579508180
 0.96,       -0.0007733379,       -0.0000237829,       1413898.,   484036.0230365450
 0.97,       -0.0002414439,       -0.0000586617,       1442266.,   494375.9829283933
 0.98,       -0.0005876301,        0.0002521570,       1467069.,   502660.6856906611
 0.99,       -0.0002833993,       -0.0006422704,       1491500.,   511370.3824146043
