mu, q, u, number, w_total
 0.01,       -0.0748400732,       -0.0140937288,          3744.,     2915.5967982020
 0.02,       -0.0751253333,       -0.0054169682,         11728.,     9126.5200584732
 0.03,       -0.0664041998,        0.0086488567,         20423.,    15903.8425554295
 0.04,       -0.0687362724,        0.0016571693,         29273.,    22773.4118209289
 0.05,       -0.0640119770,        0.0040501114,         38973.,    30336.7681347702
 0.06,       -0.0613777837,        0.0016868511,         48398.,    37670.8102023989
 0.07,       -0.0592800761,       -0.0020441703,         59130.,    46021.7878310588
 0.08,       -0.0593741334,       -0.0012897927,         69592.,    54188.3377575248
 0.09,       -0.0574931785,       -0.0000485780,         80772.,    62921.3269117572
 0.10,       -0.0547917792,        0.0005885668,         91949.,    71553.8094834041
 0.11,       -0.0504471752,       -0.0002807033,        104078.,    81016.7299627641
 0.12,       -0.0481645312,       -0.0031336638,        117148.,    91225.8327829838
 0.13,       -0.0482665729,       -0.0017143529,        129216.,   100561.0195694223
 0.14,       -0.0467283371,        0.0002140242,        141986.,   110501.5840081739
 0.15,       -0.0451576178,       -0.0000275559,        155280.,   120969.2305340559
 0.16,       -0.0450821365,        0.0016161205,        169450.,   131839.3396629845
 0.17,       -0.0450222267,       -0.0002926287,        183056.,   142501.3730053326
 0.18,       -0.0418575667,        0.0013496825,        197753.,   153997.8875408680
 0.19,       -0.0426052935,        0.0004863522,        212550.,   165316.9560354992
 0.20,       -0.0398108896,       -0.0010143534,        227782.,   177245.5952195063
 0.21,       -0.0378790748,        0.0017580333,        243143.,   189304.9445688741
 0.22,       -0.0363740155,       -0.0011317976,        259055.,   201682.2922611511
 0.23,       -0.0357382746,        0.0023563224,        275713.,   214620.3272595754
 0.24,       -0.0343607955,       -0.0018263186,        291572.,   226966.9332857735
 0.25,       -0.0346511807,       -0.0002198887,        309061.,   240657.1540209671
 0.26,       -0.0324472714,        0.0000992375,        325793.,   253514.9668991910
 0.27,       -0.0320942161,        0.0008894523,        343647.,   267547.4672411132
 0.28,       -0.0308714945,       -0.0009085683,        362659.,   282214.5797034373
 0.29,       -0.0306463049,        0.0009915434,        379345.,   295311.1558525017
 0.30,       -0.0285668337,       -0.0002526333,        398423.,   310106.0880277680
 0.31,       -0.0296330333,       -0.0007389908,        417917.,   325392.8773257392
 0.32,       -0.0295234187,       -0.0002496038,        436842.,   340179.3282644502
 0.33,       -0.0278029000,       -0.0003533253,        455948.,   355018.1559015474
 0.34,       -0.0255978315,        0.0018136870,        477594.,   371826.7513858465
 0.35,       -0.0259749356,        0.0000359341,        497583.,   387420.3414904532
 0.36,       -0.0253277575,        0.0005615185,        517417.,   402905.1127319431
 0.37,       -0.0248940003,        0.0007798513,        539885.,   420402.0888657069
 0.38,       -0.0226805052,       -0.0010534550,        559870.,   436025.4315245134
 0.39,       -0.0232460212,       -0.0002482578,        582737.,   453784.0950551869
 0.40,       -0.0217907295,        0.0011881422,        603229.,   469632.5257714393
 0.41,       -0.0221653362,        0.0003138762,        625951.,   487422.2163010251
 0.42,       -0.0203154073,        0.0001776309,        649934.,   506143.5818582583
 0.43,       -0.0198183976,        0.0006028411,        674073.,   524977.2495236980
 0.44,       -0.0192730038,        0.0004390900,        695641.,   541740.2282916424
