mu, q, u, number, w_total
 0.90,       -0.0000574151,        0.0000033787,         35459.,       33.8026327675
 0.91,       -0.0000569244,       -0.0000051795,         36951.,       36.4349937656
 0.92,       -0.0000469808,       -0.0000084976,         38366.,       38.8167698722
 0.93,       -0.0000422273,       -0.0000049362,         40324.,       42.2234036060
 0.94,       -0.0000426886,       -0.0000038025,         41556.,       45.0498583505
 0.95,       -0.0000375986,        0.0000037664,         43205.,       48.2354675460
 0.96,       -0.0000355461,        0.0000050666,         44974.,       52.1422445852
 0.97,       -0.0000409643,        0.0000072776,         46305.,       55.4113721727
 0.98,       -0.0000268774,        0.0000041664,         48306.,       58.9414237292
 0.99,       -0.0000275341,       -0.0000041632,         50201.,       63.7391020199
 1.00,       -0.0000419473,        0.0000092013,         51797.,       68.3301104287
