mu, q, u, number, w_total
 0.01,        0.0400708504,       -0.0032463529,          4381.,     4380.9994110118
 0.02,        0.0351595231,        0.0132962769,         13606.,    13605.9981517671
 0.03,        0.0319978214,        0.0035162864,         23704.,    23703.9967907187
 0.04,        0.0445182538,        0.0051137242,         34430.,    34429.9953362765
 0.05,        0.0458236725,        0.0008944788,         45424.,    45423.9938341252
 0.06,        0.0514265424,        0.0019049026,         57009.,    57008.9922387696
 0.07,        0.0572000115,        0.0023163639,         69585.,    69584.9905219024
 0.08,        0.0557038966,        0.0009714801,         82083.,    82082.9888591702
 0.09,        0.0607100591,       -0.0020446438,         95519.,    95518.9869883790
 0.10,        0.0662124666,        0.0025472444,        109670.,   109669.9850310612
 0.11,        0.0674168745,       -0.0013397898,        124654.,   124653.9830276517
 0.12,        0.0702976419,        0.0020909850,        139278.,   139277.9810557448
 0.13,        0.0709458442,       -0.0010726965,        155062.,   155061.9788713857
 0.14,        0.0708203908,        0.0000263545,        171308.,   171307.9767950567
 0.15,        0.0772921761,       -0.0001613897,        189691.,   189690.9743137085
 0.16,        0.0765572104,       -0.0010078444,        206930.,   206929.9720324097
 0.17,        0.0794843864,        0.0008722627,        225466.,   225465.9695988582
 0.18,        0.0798069290,       -0.0016007167,        244617.,   244616.9672032285
 0.19,        0.0823938153,       -0.0024301684,        265242.,   265241.9646090745
 0.20,        0.0818176250,        0.0013740271,        286834.,   286833.9619540013
 0.21,        0.0835795875,        0.0013108418,        308161.,   308160.9592424716
 0.22,        0.0860003748,        0.0004260873,        330699.,   330698.9566200733
 0.23,        0.0863816033,        0.0009460200,        354347.,   354346.9537614203
 0.24,        0.0862921391,       -0.0012961163,        376621.,   376620.9512227806
 0.25,        0.0884611992,        0.0012930006,        401414.,   401413.9483826386
 0.26,        0.0870933847,       -0.0001914785,        426962.,   426961.9455076867
 0.27,        0.0893284862,       -0.0005442555,        452371.,   452370.9426162916
 0.28,        0.0892054598,        0.0002671379,        477925.,   477924.9399257548
 0.29,        0.0887376695,        0.0016499755,        503433.,   503432.9371606507
 0.30,        0.0895474609,       -0.0018626056,        531104.,   531103.9342200091
 0.31,        0.0899555350,        0.0000549090,        556658.,   556657.9315765355
 0.32,        0.0896601202,        0.0002106787,        586871.,   586870.9283854230
 0.33,        0.0896887711,       -0.0001078160,        611832.,   611831.9258689440
 0.34,        0.0886161304,       -0.0013950727,        639712.,   639711.9232087224
 0.35,        0.0886207308,       -0.0000341916,        664112.,   664111.9208401868
 0.36,        0.0881832369,        0.0007395667,        692797.,   692796.9180573453
 0.37,        0.0898792246,        0.0011054162,        721685.,   721684.9152081572
 0.38,        0.0881906020,        0.0005738238,        749998.,   749997.9127348566
 0.39,        0.0871346976,        0.0003559016,        775493.,   775492.9101603056
 0.40,        0.0864257190,        0.0008945960,        803474.,   803473.9076973579
