mu, q, u, number, w_total
 0.01,       -0.0000031618,        0.0000003972,          1801.,        0.2170504558
 0.02,       -0.0000081879,       -0.0000011987,          1688.,        0.1966386087
 0.03,       -0.0000102621,        0.0000004011,          1798.,        0.2097806850
 0.04,       -0.0000092727,        0.0000023473,          1711.,        0.2046236041
 0.05,       -0.0000085668,        0.0000008655,          1776.,        0.2198429726
 0.06,       -0.0000061332,       -0.0000015627,          1799.,        0.2157860555
 0.07,       -0.0000046606,        0.0000030964,          1703.,        0.2203650941
 0.08,       -0.0000057065,       -0.0000046064,          1770.,        0.2089297678
 0.09,       -0.0000065198,        0.0000011776,          1757.,        0.2027471028
 0.10,       -0.0000085086,        0.0000029853,          1772.,        0.2124307457
 0.11,       -0.0000106107,       -0.0000003977,          1741.,        0.2051484556
 0.12,       -0.0000029718,       -0.0000017013,          1776.,        0.2166072508
 0.13,       -0.0000026343,       -0.0000034364,          1837.,        0.2248519111
 0.14,       -0.0000056075,       -0.0000019476,          1838.,        0.2171289836
 0.15,       -0.0000109482,       -0.0000052197,          1816.,        0.2211756610
 0.16,       -0.0000099726,        0.0000026838,          1868.,        0.2297654070
 0.17,       -0.0000054359,       -0.0000039775,          1868.,        0.2253482906
 0.18,       -0.0000106614,       -0.0000002548,          1893.,        0.2228883143
 0.19,       -0.0000037273,        0.0000021838,          1907.,        0.2188555482
 0.20,       -0.0000100110,       -0.0000020465,          1910.,        0.2297218472
 0.21,       -0.0000075938,        0.0000018621,          1909.,        0.2469076935
 0.22,       -0.0000062397,       -0.0000071623,          1954.,        0.2510541395
 0.23,       -0.0000115042,       -0.0000048342,          1873.,        0.2175760969
 0.24,       -0.0000127686,       -0.0000002636,          1981.,        0.2537924255
 0.25,       -0.0000082857,        0.0000038780,          1999.,        0.2359665739
 0.26,       -0.0000038621,       -0.0000008277,          1990.,        0.2422626937
 0.27,       -0.0000046862,        0.0000028753,          2042.,        0.2487088672
 0.28,       -0.0000063312,       -0.0000027119,          2112.,        0.2588156345
 0.29,       -0.0000129506,        0.0000028834,          2046.,        0.2500216551
 0.30,       -0.0000124196,       -0.0000005605,          2092.,        0.2500680664
 0.31,       -0.0000099800,       -0.0000051228,          2260.,        0.2774575120
 0.32,       -0.0000084950,       -0.0000027539,          2211.,        0.2639550526
 0.33,       -0.0000099898,       -0.0000035942,          2173.,        0.2749657651
 0.34,       -0.0000085598,        0.0000007769,          2329.,        0.2703144993
 0.35,       -0.0000052553,        0.0000019173,          2291.,        0.2806147521
 0.36,       -0.0000082637,       -0.0000027389,          2294.,        0.2751506710
 0.37,       -0.0000108798,       -0.0000000030,          2386.,        0.2809338749
 0.38,       -0.0000146700,        0.0000004241,          2513.,        0.3132311779
 0.39,       -0.0000125887,       -0.0000029048,          2549.,        0.3125198743
 0.40,       -0.0000055353,        0.0000016306,          2592.,        0.3171088356
 0.41,       -0.0000066930,       -0.0000089633,          2596.,        0.3122564221
 0.42,       -0.0000109856,       -0.0000011390,          2618.,        0.3139114996
 0.43,       -0.0000079432,        0.0000013243,          2682.,        0.3393370348
 0.44,       -0.0000102110,       -0.0000026980,          2804.,        0.3527170843
 0.45,       -0.0000059570,        0.0000018304,          2790.,        0.3427577033
 0.46,       -0.0000056801,       -0.0000011520,          2962.,        0.3739509691
 0.47,       -0.0000081327,       -0.0000010456,          2906.,        0.3521593666
 0.48,       -0.0000088259,        0.0000006698,          3078.,        0.3857496432
 0.49,       -0.0000068510,        0.0000015423,          3122.,        0.3946888163
 0.50,       -0.0000103162,       -0.0000018992,          3238.,        0.4160494924
 0.51,       -0.0000089833,        0.0000030384,          3243.,        0.4128063635
 0.52,       -0.0000065894,       -0.0000019309,          3326.,        0.4141272942
 0.53,       -0.0000070636,       -0.0000042289,          3465.,        0.4367199178
 0.54,       -0.0000106561,       -0.0000008675,          3494.,        0.4417244344
 0.55,       -0.0000065162,       -0.0000013954,          3696.,        0.4688557459
 0.56,       -0.0000082034,       -0.0000010257,          3747.,        0.4747405277
 0.57,       -0.0000133467,        0.0000003772,          3960.,        0.5013338853
 0.58,       -0.0000061499,       -0.0000008075,          4111.,        0.5139148037
 0.59,       -0.0000095430,        0.0000014233,          4108.,        0.5326917871
 0.60,       -0.0000101737,       -0.0000019638,          4360.,        0.5736473741
 0.61,       -0.0000103210,        0.0000016082,          4587.,        0.6085046027
 0.62,       -0.0000128944,        0.0000003093,          4692.,        0.6158870693
 0.63,       -0.0000143583,       -0.0000018874,          4858.,        0.6596227445
 0.64,       -0.0000121694,       -0.0000008850,          5040.,        0.6592121022
 0.65,       -0.0000118206,       -0.0000028475,          5114.,        0.7012897136
 0.66,       -0.0000084290,       -0.0000027751,          5563.,        0.7545042986
 0.67,       -0.0000103849,       -0.0000018646,          5702.,        0.7817813434
 0.68,       -0.0000104935,        0.0000007885,          5826.,        0.8122525179
 0.69,       -0.0000058948,       -0.0000002302,          6074.,        0.8588798371
 0.70,       -0.0000065243,       -0.0000012593,          6497.,        0.9247554021
 0.71,       -0.0000076287,        0.0000007730,          6718.,        0.9668835941
 0.72,       -0.0000132154,        0.0000010717,          6885.,        1.0142332435
 0.73,       -0.0000101413,        0.0000034852,          7325.,        1.0884931687
 0.74,       -0.0000127177,       -0.0000003863,          7503.,        1.1290755816
 0.75,       -0.0000120716,       -0.0000010716,          8051.,        1.2257433382
 0.76,       -0.0000117757,        0.0000003226,          8198.,        1.2936626543
 0.77,       -0.0000114156,        0.0000022227,          8642.,        1.3584007279
 0.78,       -0.0000111128,       -0.0000001249,          8893.,        1.4814054791
 0.79,       -0.0000101962,        0.0000003632,          9401.,        1.6145644761
 0.80,       -0.0000103483,       -0.0000009255,          9849.,        1.7130333363
 0.81,       -0.0000124412,       -0.0000019829,         10457.,        1.8464599409
 0.82,       -0.0000135636,        0.0000012581,         10911.,        1.9934874996
 0.83,       -0.0000113147,       -0.0000017782,         11595.,        2.1370891585
 0.84,       -0.0000143511,       -0.0000015527,         11854.,        2.3123957299
