mu, q, u, number, w_total
 0.01,       -0.0956734709,       -0.0123279678,          3804.,     3361.3223562814
 0.02,       -0.0777049182,       -0.0157734176,         11762.,    10410.2660997403
 0.03,       -0.0851111031,       -0.0001640863,         20138.,    17818.4951983623
 0.04,       -0.0795353210,        0.0122186343,         29306.,    25914.2210433665
 0.05,       -0.0776148262,       -0.0012240783,         38706.,    34241.9419109393
 0.06,       -0.0698706396,        0.0031581406,         48625.,    43021.1763689781
 0.07,       -0.0710626890,        0.0003119291,         59020.,    52210.6503613597
 0.08,       -0.0667482391,       -0.0014093426,         69620.,    61596.5328515810
 0.09,       -0.0623039044,        0.0015550253,         80809.,    71523.0269242919
 0.10,       -0.0618172823,        0.0021938867,         92238.,    81560.3605682855
 0.11,       -0.0610788134,       -0.0006164977,        104683.,    92607.7127627236
 0.12,       -0.0569855227,        0.0009070537,        116196.,   102775.2988870430
 0.13,       -0.0572170446,       -0.0016140281,        129468.,   114566.2939300808
 0.14,       -0.0514748736,        0.0008449224,        141744.,   125381.6119864740
 0.15,       -0.0500432429,        0.0026686462,        155758.,   137794.5451688172
 0.16,       -0.0539477158,        0.0005621187,        169655.,   150084.6629207495
 0.17,       -0.0517703447,        0.0013987587,        183402.,   162308.0913249688
 0.18,       -0.0464064926,       -0.0003061215,        197088.,   174319.9966402752
 0.19,       -0.0464005405,        0.0028110685,        212261.,   187751.9747977939
 0.20,       -0.0442607994,       -0.0005927455,        228208.,   201925.4146283411
 0.21,       -0.0436725703,        0.0000201877,        241821.,   213942.4963847008
 0.22,       -0.0423132392,        0.0004063880,        258735.,   228876.9378000603
 0.23,       -0.0416197370,        0.0008256417,        274818.,   243186.5616715446
 0.24,       -0.0388291997,        0.0000384691,        291413.,   257733.0817701532
 0.25,       -0.0415674606,       -0.0001492942,        309358.,   273785.7071230126
 0.26,       -0.0370830076,        0.0004760169,        325806.,   288272.5567385244
 0.27,       -0.0368066486,        0.0003881322,        343395.,   303853.8438392357
 0.28,       -0.0354243589,       -0.0009389357,        361144.,   319509.7375383954
 0.29,       -0.0344641350,       -0.0007708346,        379484.,   335792.5806232304
 0.30,       -0.0328670412,       -0.0010161757,        398098.,   352185.5732362292
 0.31,       -0.0318045090,        0.0005847027,        417296.,   369243.0070030024
 0.32,       -0.0314384738,        0.0002699700,        436778.,   386448.4371283035
 0.33,       -0.0322282684,        0.0011844939,        458772.,   405819.0694954220
 0.34,       -0.0299319019,       -0.0005339336,        476873.,   421968.5626776811
 0.35,       -0.0287418478,       -0.0005154674,        497041.,   439695.1996096157
 0.36,       -0.0289748619,        0.0028754549,        519050.,   459386.5786500941
 0.37,       -0.0278865458,        0.0006292469,        538756.,   476725.8220483084
 0.38,       -0.0286102058,        0.0011013322,        559610.,   495214.3498826069
 0.39,       -0.0261380380,        0.0005945618,        582982.,   515891.7997018945
 0.40,       -0.0250921621,       -0.0003370899,        603341.,   533911.5030352951
 0.41,       -0.0264438925,       -0.0000700455,        628088.,   555919.0201136407
 0.42,       -0.0236483756,        0.0000813331,        649355.,   574742.9597333591
 0.43,       -0.0228297284,        0.0018078406,        671923.,   594684.1217507649
 0.44,       -0.0228347756,       -0.0005016571,        695767.,   615915.6790757263
 0.45,       -0.0227136775,        0.0005593214,        719861.,   637079.1513025363
 0.46,       -0.0214620073,        0.0005211414,        744347.,   658884.1685890544
 0.47,       -0.0196229010,       -0.0004143479,        769101.,   680761.2323620829
 0.48,       -0.0211307205,       -0.0002722198,        794164.,   702818.2652812755
 0.49,       -0.0197489966,        0.0008927903,        819524.,   725375.0820489132
 0.50,       -0.0191164109,        0.0012351658,        843768.,   746942.5999069974
 0.51,       -0.0185660278,       -0.0000244285,        868497.,   768940.9545298719
 0.52,       -0.0175371921,       -0.0007060130,        895300.,   792558.8795891867
 0.53,       -0.0181803011,        0.0007138478,        922835.,   816914.2662806285
 0.54,       -0.0167151406,        0.0010307065,        950143.,   841293.3607235597
 0.55,       -0.0167793535,       -0.0011120048,        978185.,   866065.6576803621
 0.56,       -0.0163450088,        0.0007387863,       1005480.,   890279.2322269318
 0.57,       -0.0147056836,       -0.0002339016,       1033401.,   915080.1357284564
 0.58,       -0.0150387323,        0.0008419034,       1060915.,   939430.2846487364
 0.59,       -0.0141076184,       -0.0002068028,       1089054.,   964449.0996261595
 0.60,       -0.0142273673,       -0.0002874557,       1117452.,   989564.3334845974
 0.61,       -0.0135644506,       -0.0001078581,       1148645.,  1017290.5203887073
 0.62,       -0.0138401554,        0.0005538282,       1177193.,  1042701.8420102200
 0.63,       -0.0117255019,       -0.0002609116,       1208486.,  1070404.4365570345
 0.64,       -0.0114829179,        0.0002727117,       1236239.,  1094927.4063060645
 0.65,       -0.0115052417,       -0.0001815594,       1268354.,  1123469.2097609595
 0.66,       -0.0104430065,       -0.0001612493,       1299714.,  1151442.2452144814
 0.67,       -0.0107194801,       -0.0001399008,       1329004.,  1177235.6790341903
 0.68,       -0.0099712225,        0.0004199026,       1363955.,  1208471.7567063749
 0.69,       -0.0093633397,       -0.0004037634,       1395221.,  1235951.3661113912
 0.70,       -0.0100362789,        0.0002926076,       1426369.,  1263623.9787023910
 0.71,       -0.0085430043,       -0.0000609021,       1456625.,  1290878.7540101414
 0.72,       -0.0075708978,       -0.0003243364,       1493941.,  1323929.1944008784
 0.73,       -0.0088963635,       -0.0001813664,       1526254.,  1352708.6214925826
 0.74,       -0.0088843733,       -0.0001496466,       1559948.,  1382389.9703826620
 0.75,       -0.0077748976,       -0.0006018809,       1591793.,  1410754.5249848068
 0.76,       -0.0075287320,        0.0002281363,       1629903.,  1444660.5678943223
 0.77,       -0.0075096558,        0.0000172522,       1663603.,  1474660.2918559839
 0.78,       -0.0057354967,        0.0002106523,       1697814.,  1505011.0425649299
 0.79,       -0.0061497028,        0.0003848563,       1736242.,  1539049.4514179651
 0.80,       -0.0056262275,       -0.0004436107,       1768719.,  1568115.7554118629
 0.81,       -0.0052800463,       -0.0002315635,       1805599.,  1600937.1682795654
 0.82,       -0.0052670135,        0.0004232849,       1839945.,  1631341.8362894941
 0.83,       -0.0046572367,        0.0005102350,       1878164.,  1665444.3096812810
 0.84,       -0.0043581702,        0.0002487799,       1915293.,  1698320.9989111603
 0.85,       -0.0051798665,       -0.0002607817,       1952472.,  1731498.1469957160
 0.86,       -0.0044936347,       -0.0006369339,       1990152.,  1765203.9589865496
 0.87,       -0.0033227621,       -0.0002168247,       2027461.,  1798277.1847846317
 0.88,       -0.0031759464,       -0.0003504757,       2065042.,  1831541.0433337595
 0.89,       -0.0027565374,        0.0005127116,       2108972.,  1870616.7771663708
 0.90,       -0.0031013871,       -0.0001328388,       2143776.,  1901566.1429300380
 0.91,       -0.0025005472,       -0.0003652645,       2183589.,  1937134.2012537625
 0.92,       -0.0023049264,       -0.0005801558,       2220901.,  1970254.8297880420
 0.93,       -0.0013432722,       -0.0000808839,       2266041.,  2010563.7052497489
 0.94,       -0.0021676815,       -0.0000809423,       2304539.,  2044763.9903071178
 0.95,       -0.0014371234,       -0.0006222923,       2346566.,  2082153.8879296512
 0.96,       -0.0013099045,       -0.0003354662,       2388421.,  2119506.9341132408
 0.97,       -0.0010080989,        0.0005018824,       2426839.,  2153881.1084266258
 0.98,       -0.0010821849,        0.0007237396,       2467760.,  2190388.0673000468
 0.99,       -0.0001487032,       -0.0002198163,       2511489.,  2229119.3014104981
 1.00,       -0.0000114961,        0.0005675254,       2554735.,  2267866.9029283021
