mu, q, u, number, w_total
 0.01,        0.0353523940,       -0.0032715862,          4381.,     4197.5371141197
 0.02,        0.0302804065,        0.0129525166,         13606.,    13028.6264084529
 0.03,        0.0274574409,        0.0033547978,         23704.,    22700.9140747436
 0.04,        0.0392773116,        0.0048943187,         34430.,    32970.5897279329
 0.05,        0.0406437507,        0.0008992131,         45424.,    43489.3824424300
 0.06,        0.0459614363,        0.0017359109,         57009.,    54568.1125872783
 0.07,        0.0515146296,        0.0021271117,         69585.,    66600.8977393819
 0.08,        0.0500485686,        0.0010434760,         82083.,    78566.9701065000
 0.09,        0.0549648002,       -0.0019205508,         95519.,    91404.8902296945
 0.10,        0.0601819900,        0.0024496118,        109670.,   104924.2775262896
 0.11,        0.0612854610,       -0.0014098362,        124654.,   119262.6455927199
 0.12,        0.0640275671,        0.0019778099,        139278.,   133246.6384886207
 0.13,        0.0646618946,       -0.0010288610,        155062.,   148322.9187404673
 0.14,        0.0646035516,       -0.0000239952,        171308.,   163891.3013741534
 0.15,        0.0708085424,       -0.0001833041,        189691.,   181463.5429199845
 0.16,        0.0701720565,       -0.0010258284,        206930.,   197955.0050126368
 0.17,        0.0729841517,        0.0008850436,        225466.,   215691.2862153305
 0.18,        0.0733061417,       -0.0014622990,        244617.,   234053.0217704433
 0.19,        0.0758544767,       -0.0023220576,        265242.,   253825.5472631752
 0.20,        0.0753102368,        0.0012939340,        286834.,   274542.9078983021
 0.21,        0.0770621811,        0.0012136557,        308161.,   294974.0979061012
 0.22,        0.0794707538,        0.0004177596,        330699.,   316644.7346534022
 0.23,        0.0798782166,        0.0009267417,        354347.,   339343.3424738928
 0.24,        0.0798762966,       -0.0012536557,        376621.,   360775.4215743191
 0.25,        0.0819594008,        0.0012294108,        401414.,   384625.3755869920
 0.26,        0.0807352345,       -0.0002154286,        426962.,   409220.6891472859
 0.27,        0.0829534344,       -0.0005295177,        452371.,   433669.9593311209
 0.28,        0.0829160763,        0.0002714722,        477925.,   458326.7987199497
 0.29,        0.0825485015,        0.0015668754,        503433.,   482917.6010968793
 0.30,        0.0832972141,       -0.0018203408,        531104.,   509613.6647812532
 0.31,        0.0837742138,        0.0000536865,        556658.,   534284.4657172278
 0.32,        0.0835879741,        0.0001754455,        586871.,   563438.9806058148
 0.33,        0.0836350608,       -0.0000745004,        611832.,   587557.5803339053
 0.34,        0.0826803144,       -0.0013446807,        639712.,   614554.3856971925
 0.35,        0.0827371888,       -0.0000478725,        664112.,   638164.6032036834
 0.36,        0.0823652787,        0.0007358629,        692797.,   665927.9793621791
 0.37,        0.0840417783,        0.0010912850,        721685.,   693866.4778618375
 0.38,        0.0825128573,        0.0005504472,        749998.,   721355.2908273941
 0.39,        0.0814950584,        0.0003248278,        775493.,   745994.6678137940
 0.40,        0.0808802300,        0.0008630909,        803474.,   773157.8421534107
 0.41,        0.0804400699,       -0.0002765018,        830007.,   798889.5629470391
 0.42,        0.0797372105,       -0.0007062922,        859043.,   827039.5804870110
 0.43,        0.0791204440,        0.0002298866,        883959.,   851289.1232431063
 0.44,        0.0777594469,       -0.0002223907,        911365.,   877894.5725746839
 0.45,        0.0781569059,        0.0009226572,        936115.,   901959.4035980571
 0.46,        0.0782360448,       -0.0005475722,        965514.,   930503.6053500945
 0.47,        0.0777149842,       -0.0003368477,        990348.,   954652.4813933194
 0.48,        0.0769965953,       -0.0003075852,       1014692.,   978392.4787477988
 0.49,        0.0749971551,       -0.0005800561,       1041217.,  1004178.4690455752
 0.50,        0.0747579746,        0.0004803519,       1064124.,  1026464.0170941299
 0.51,        0.0744421260,       -0.0005005668,       1090139.,  1051815.5161005743
