mu, q, u, number, w_total
 0.01,       -0.0646451314,        0.0076536637,          3790.,     2763.5207311145
 0.02,       -0.0642988568,       -0.0015175747,         11716.,     8594.2279450791
 0.03,       -0.0644441912,       -0.0069603779,         20260.,    14780.5303934655
 0.04,       -0.0659777661,       -0.0008305511,         29251.,    21312.9361344997
 0.05,       -0.0615193079,        0.0029827987,         38809.,    28292.4311222228
 0.06,       -0.0589153303,        0.0002420581,         48674.,    35543.4801713864
 0.07,       -0.0590005478,       -0.0016255203,         59475.,    43459.1647780650
 0.08,       -0.0572352790,        0.0001091523,         69732.,    51008.8240135207
 0.09,       -0.0556268432,       -0.0008580983,         81179.,    59356.7032919696
 0.10,       -0.0517623053,       -0.0007602709,         92252.,    67389.2890286861
 0.11,       -0.0520248955,        0.0028223010,        103952.,    75936.7435663535
 0.12,       -0.0512688907,       -0.0006016649,        116835.,    85262.9195781446
 0.13,       -0.0469097185,       -0.0019443773,        129324.,    94487.2725086394
 0.14,       -0.0449551299,        0.0002451549,        142402.,   103921.5233698986
 0.15,       -0.0445563340,        0.0040199876,        155724.,   113599.0817199796
 0.16,       -0.0425693626,        0.0016890524,        170661.,   124602.4368540063
 0.17,       -0.0435320724,       -0.0003650819,        183287.,   133830.3228770447
 0.18,       -0.0418065935,        0.0002281526,        197944.,   144526.3470765407
 0.19,       -0.0393726706,       -0.0003089251,        212710.,   155162.2553802191
 0.20,       -0.0384307614,       -0.0008211867,        228480.,   166849.6834749037
 0.21,       -0.0374760525,       -0.0002233806,        243521.,   177721.1707020178
 0.22,       -0.0366034813,        0.0031183006,        259498.,   189554.9202180599
 0.23,       -0.0344869898,        0.0009692229,        275591.,   201215.1204596480
 0.24,       -0.0340812022,        0.0024270387,        292838.,   213721.6329319549
 0.25,       -0.0319061542,       -0.0008932898,        309359.,   225894.0822454928
 0.26,       -0.0344897620,        0.0006986890,        325581.,   237693.8019746838
 0.27,       -0.0319390407,       -0.0008777842,        344381.,   251447.4032010108
