mu, q, u, number, w_total
 0.01,       -0.0507540435,       -0.0083872150,          3796.,     1556.6434102028
 0.02,       -0.0383263121,       -0.0056966728,         11755.,     4851.9290134605
 0.03,       -0.0420276272,        0.0016893620,         20129.,     8309.0487083694
 0.04,       -0.0392510606,        0.0061140047,         29322.,    12081.6005046658
 0.05,       -0.0388449799,       -0.0007713807,         38716.,    15960.9050698276
 0.06,       -0.0334063442,        0.0022929047,         48640.,    20069.9567885640
 0.07,       -0.0350575630,        0.0005725026,         58998.,    24319.0813461378
 0.08,       -0.0330756275,       -0.0006572907,         69632.,    28720.0942691560
 0.09,       -0.0301035093,        0.0003131494,         80836.,    33403.5802539590
 0.10,       -0.0306560236,        0.0010097993,         92202.,    37847.2294427769
 0.11,       -0.0305676669,       -0.0001204583,        104711.,    43149.3107654804
 0.12,       -0.0292432226,        0.0007384866,        116158.,    47912.3678327510
 0.13,       -0.0294885253,        0.0000375688,        129470.,    53453.5377585514
 0.14,       -0.0263082262,        0.0010818463,        141756.,    58360.8005225431
 0.15,       -0.0253005440,        0.0008427920,        155676.,    64131.5773452928
 0.16,       -0.0281790584,        0.0004921103,        169610.,    69883.6601495103
 0.17,       -0.0255536508,        0.0004296475,        183418.,    75764.1950132664
 0.18,       -0.0234518428,       -0.0001486185,        197049.,    81108.6536098312
 0.19,       -0.0237806269,        0.0016586246,        212242.,    87439.1855830515
 0.20,       -0.0226607379,       -0.0007949510,        228125.,    94245.8558047922
 0.21,       -0.0222529569,       -0.0002419691,        241774.,    99599.7306585014
 0.22,       -0.0211871557,        0.0001933224,        258685.,   106481.2572044311
 0.23,       -0.0207389907,       -0.0001928552,        274791.,   113399.9447289632
 0.24,       -0.0200850421,       -0.0002225345,        291453.,   119984.3361017055
 0.25,       -0.0211703693,        0.0003887317,        309375.,   127795.9816830426
 0.26,       -0.0194230031,        0.0008654816,        325721.,   134382.2322527419
 0.27,       -0.0193093439,        0.0003403505,        343355.,   141634.4560714636
 0.28,       -0.0186509423,       -0.0009260147,        361130.,   148945.7392355096
 0.29,       -0.0182458208,        0.0001771229,        379446.,   156617.6860627927
 0.30,       -0.0175743266,       -0.0004992848,        398099.,   164164.3951147566
 0.31,       -0.0165440855,        0.0001391349,        417278.,   172124.1539252597
 0.32,       -0.0163984733,        0.0003360217,        436740.,   180178.6366398126
 0.33,       -0.0169425312,        0.0004438006,        458578.,   188905.3167161546
 0.34,       -0.0157750322,       -0.0002401647,        476767.,   196839.5610358213
 0.35,       -0.0152957390,       -0.0004720554,        496980.,   204767.1688705862
 0.36,       -0.0154085037,        0.0016070890,        519005.,   214393.4323874327
 0.37,       -0.0151058999,        0.0004070932,        538775.,   222237.9016235936
 0.38,       -0.0152120176,        0.0005767491,        559626.,   231259.0498970787
 0.39,       -0.0140760054,        0.0003976937,        582929.,   240692.9086859761
 0.40,       -0.0133930022,       -0.0003110913,        603169.,   248970.1493399324
 0.41,       -0.0140167028,       -0.0001946621,        627992.,   259591.7105354237
 0.42,       -0.0126531666,        0.0002154938,        649323.,   268441.9798049900
 0.43,       -0.0124897917,        0.0006614142,        671971.,   277607.6837047826
 0.44,       -0.0124888905,       -0.0004989886,        695570.,   287733.1479936026
 0.45,       -0.0123526446,        0.0003065873,        719829.,   297402.6673243294
 0.46,       -0.0119435371,        0.0002190823,        744207.,   308044.6313562918
 0.47,       -0.0107784527,        0.0000125293,        769130.,   318057.5089000848
 0.48,       -0.0118690367,       -0.0002522716,        794120.,   328300.1243130967
 0.49,       -0.0108992006,        0.0003250071,        819491.,   338963.7934636599
 0.50,       -0.0106175597,        0.0005069189,        843786.,   349147.4863332330
 0.51,       -0.0104568879,        0.0000510388,        868331.,   359608.6340468680
 0.52,       -0.0099575588,       -0.0002491771,        895238.,   370406.3781524680
 0.53,       -0.0100273453,        0.0003264601,        922788.,   381835.0854006332
 0.54,       -0.0097582700,        0.0006469615,        950073.,   393650.4206099875
 0.55,       -0.0094931140,       -0.0006982010,        977998.,   405007.2534070882
 0.56,       -0.0090120517,        0.0006718426,       1005498.,   416659.1144489959
 0.57,       -0.0083118970,       -0.0000571953,       1033278.,   428301.9604274600
 0.58,       -0.0087716438,        0.0002861008,       1060772.,   439814.1784864062
 0.59,       -0.0081230631,       -0.0000751987,       1088858.,   451638.7605275855
 0.60,       -0.0079703622,        0.0001468369,       1117282.,   463184.1628761936
 0.61,       -0.0079596061,       -0.0002112289,       1148432.,   476737.7656416931
 0.62,       -0.0078712167,        0.0004054019,       1177083.,   488771.0059188316
 0.63,       -0.0067576068,       -0.0001541899,       1208485.,   501864.7458114915
 0.64,       -0.0067579261,        0.0001585440,       1236066.,   513287.2554967512
 0.65,       -0.0064956801,       -0.0000337928,       1268166.,   526824.4196181853
 0.66,       -0.0062844685,       -0.0000727848,       1299642.,   540426.7070876661
 0.67,       -0.0062356429,       -0.0000023241,       1328931.,   552541.1000078951
 0.68,       -0.0059827685,       -0.0001051427,       1363728.,   567695.7691939715
 0.69,       -0.0055600865,       -0.0001513296,       1395126.,   580239.1573914560
 0.70,       -0.0057053572,        0.0004276615,       1426327.,   593320.5684279166
 0.71,       -0.0050322468,       -0.0000093338,       1456444.,   606961.9542279941
 0.72,       -0.0045265850,       -0.0003297058,       1493962.,   622767.8058040780
 0.73,       -0.0050983402,       -0.0000608782,       1525950.,   636502.5697187802
 0.74,       -0.0052500802,       -0.0000246148,       1559891.,   650401.2052054948
 0.75,       -0.0048536801,       -0.0002569904,       1591711.,   664180.8327211405
 0.76,       -0.0044924189,        0.0000883690,       1629878.,   680146.2527579380
 0.77,       -0.0043931350,       -0.0002050323,       1663633.,   694495.6433218560
 0.78,       -0.0037081251,       -0.0000309706,       1697701.,   708999.5069681141
 0.79,       -0.0038942083,        0.0003929110,       1735996.,   725011.2195157427
 0.80,       -0.0034324928,       -0.0002024227,       1768808.,   739651.0499834765
 0.81,       -0.0032716599,        0.0000141134,       1805304.,   755539.7900560829
 0.82,       -0.0033014582,        0.0001149579,       1839894.,   769466.4758432757
 0.83,       -0.0029378362,        0.0001508071,       1877950.,   786115.0320129452
 0.84,       -0.0027397540,        0.0001781401,       1915052.,   801703.3883558244
 0.85,       -0.0033509927,       -0.0000855112,       1952208.,   818050.7362798038
 0.86,       -0.0025747077,       -0.0004065612,       1990260.,   834540.3400635216
 0.87,       -0.0021265608,       -0.0001150190,       2027119.,   850300.4062931769
 0.88,       -0.0020646648,       -0.0003875889,       2064917.,   866018.6310265893
 0.89,       -0.0017328913,        0.0002811128,       2108816.,   884896.3764346342
 0.90,       -0.0020576971,       -0.0000503134,       2143587.,   900037.8007446232
 0.91,       -0.0016780405,       -0.0000074906,       2183232.,   917322.3073716681
 0.92,       -0.0015109102,       -0.0004152278,       2220729.,   933018.1300343547
 0.93,       -0.0009353991,       -0.0000870445,       2266006.,   952781.1273457294
 0.94,       -0.0013768184,       -0.0000013149,       2304347.,   969214.8343729535
 0.95,       -0.0009190393,       -0.0003901343,       2346457.,   987285.2251175173
 0.96,       -0.0008369741,       -0.0002507385,       2388124.,  1005783.9608554854
 0.97,       -0.0005047656,        0.0003208947,       2426592.,  1022590.8539597283
 0.98,       -0.0006752485,        0.0004428718,       2467821.,  1040907.2843447777
 0.99,       -0.0001566352,       -0.0000575588,       2511252.,  1059392.2274563708
 1.00,       -0.0000936587,        0.0003013995,       2554493.,  1078730.6397130177
