mu, q, u, number, w_total
 0.01,       -0.0291095035,        0.0011616915,          3844.,     1178.1034873359
 0.02,       -0.0299721756,       -0.0014895106,         11353.,     3738.1365044238
 0.03,       -0.0318476783,       -0.0003582252,         19531.,     6428.0541446748
 0.04,       -0.0316672823,       -0.0015229452,         28540.,     9327.0826185672
 0.05,       -0.0278469812,       -0.0008647564,         37462.,    12331.8786673638
 0.06,       -0.0285149457,       -0.0018148376,         46922.,    15595.6899826267
 0.07,       -0.0281710411,        0.0006026902,         56602.,    18589.9886259536
 0.08,       -0.0270126977,        0.0024720162,         66931.,    22058.5752881972
 0.09,       -0.0250155783,       -0.0005080886,         77494.,    25578.9672613134
 0.10,       -0.0232522384,       -0.0008230224,         88742.,    29377.4325011329
 0.11,       -0.0242453271,       -0.0006158357,        100161.,    32926.4076855236
 0.12,       -0.0239025252,        0.0011019135,        111743.,    37084.0794823011
 0.13,       -0.0229812800,       -0.0006964767,        123321.,    40807.7413938045
 0.14,       -0.0209027676,        0.0007895968,        135594.,    44826.3519868408
 0.15,       -0.0206251709,       -0.0007175768,        148824.,    48968.6459851160
 0.16,       -0.0214773753,        0.0006905390,        162705.,    53810.3914756384
 0.17,       -0.0224039308,        0.0004510491,        175452.,    58021.9876056321
 0.18,       -0.0196884483,       -0.0002770805,        189385.,    62619.1995500478
 0.19,       -0.0199031230,        0.0006792370,        203719.,    67462.9778456494
 0.20,       -0.0185505216,       -0.0017035873,        218184.,    72334.0696622448
 0.21,       -0.0172106300,        0.0000572488,        233325.,    77253.1621234822
 0.22,       -0.0180151074,       -0.0001750947,        248691.,    82327.2215586880
 0.23,       -0.0175769818,        0.0001083832,        263793.,    87405.2164499392
 0.24,       -0.0164135739,        0.0010723254,        280232.,    92708.7265415109
 0.25,       -0.0168053534,       -0.0006917431,        296354.,    98006.7996993251
 0.26,       -0.0160046529,        0.0002506300,        312141.,   103689.0197723903
 0.27,       -0.0151635271,        0.0001223172,        328856.,   108972.3482114625
 0.28,       -0.0154454771,        0.0001507015,        346571.,   114870.0871956117
 0.29,       -0.0152662743,       -0.0000198758,        364621.,   120946.5015123701
 0.30,       -0.0145163696,       -0.0001098183,        382981.,   126840.0363287680
 0.31,       -0.0144245196,       -0.0003093973,        400516.,   132595.4606800093
 0.32,       -0.0144765761,       -0.0004685063,        419430.,   138877.0469639787
 0.33,       -0.0132823622,        0.0004013836,        436732.,   144707.5872487155
 0.34,       -0.0125548069,        0.0002377320,        457038.,   151385.7556986023
 0.35,       -0.0129891830,       -0.0004039626,        476003.,   157544.0209062744
 0.36,       -0.0125484001,       -0.0004497832,        496654.,   164515.2840920983
 0.37,       -0.0117119837,       -0.0000766417,        515664.,   170667.6320363643
 0.38,       -0.0120264594,        0.0004091693,        537004.,   178044.2293083611
 0.39,       -0.0108443495,       -0.0001680727,        558189.,   185013.6817751444
 0.40,       -0.0115640742,       -0.0004714812,        579504.,   192228.1509734176
 0.41,       -0.0105116238,        0.0002440613,        601374.,   199438.1247099082
 0.42,       -0.0107139647,        0.0005975902,        623186.,   206755.7060041943
 0.43,       -0.0103113596,        0.0002598540,        645687.,   214140.1934074908
 0.44,       -0.0099267171,       -0.0000716824,        667769.,   221709.3477543475
 0.45,       -0.0098326706,        0.0005928609,        691816.,   229982.5709689054
 0.46,       -0.0101200136,       -0.0003126966,        712947.,   236994.4448788685
 0.47,       -0.0090292512,       -0.0006318017,        736947.,   245029.8009870713
 0.48,       -0.0086736632,       -0.0001831283,        761137.,   252645.6690672334
 0.49,       -0.0084439355,       -0.0003887725,        784206.,   260893.9736161059
 0.50,       -0.0085130538,        0.0000053274,        808416.,   268987.6315454064
 0.51,       -0.0084265575,        0.0004228651,        834178.,   277427.0385684897
 0.52,       -0.0079665826,       -0.0000517075,        859503.,   285761.9195122181
 0.53,       -0.0082313770,        0.0001699308,        885216.,   294279.0954281838
 0.54,       -0.0074573104,       -0.0002985923,        911750.,   303228.2179460318
 0.55,       -0.0068290707,        0.0001767496,        939413.,   312530.4765812622
 0.56,       -0.0074010480,       -0.0000387107,        962966.,   320623.6589232531
 0.57,       -0.0068544122,        0.0003568826,        990241.,   329781.3892412495
 0.58,       -0.0069577095,       -0.0002795286,       1018111.,   339142.5103097894
 0.59,       -0.0067397600,        0.0000121522,       1042858.,   347482.2200764260
 0.60,       -0.0059939504,       -0.0002052028,       1073603.,   357875.6264221752
 0.61,       -0.0062354291,        0.0000243649,       1102003.,   367159.9380349230
 0.62,       -0.0056791808,       -0.0000401878,       1129752.,   376514.9630887829
 0.63,       -0.0056881147,       -0.0003263197,       1156385.,   385805.6498973969
 0.64,       -0.0053556101,       -0.0002947867,       1187667.,   395928.1689893880
 0.65,       -0.0053525699,       -0.0000628584,       1216074.,   406044.6553725649
 0.66,       -0.0055671466,        0.0000359915,       1246992.,   416362.9796347403
 0.67,       -0.0049996430,        0.0004028195,       1276048.,   426036.3797163968
 0.68,       -0.0048408202,       -0.0001541740,       1305617.,   436129.9230916824
 0.69,       -0.0049349397,        0.0003482700,       1337241.,   447112.4435136445
 0.70,       -0.0046122236,       -0.0000212629,       1368628.,   457424.2663751687
 0.71,       -0.0042368481,        0.0001792679,       1401590.,   468640.3544856940
 0.72,       -0.0041251517,        0.0000729863,       1432994.,   479030.6414461440
 0.73,       -0.0044407676,        0.0002872107,       1460872.,   489158.0169564499
 0.74,       -0.0040429942,       -0.0002014894,       1494647.,   500361.4807744629
 0.75,       -0.0041776384,       -0.0000034847,       1527914.,   512072.0375494545
 0.76,       -0.0036667501,        0.0000584415,       1558081.,   522087.1509872839
 0.77,       -0.0035120159,       -0.0001939929,       1595799.,   535048.4081734805
 0.78,       -0.0032739020,       -0.0001086798,       1627998.,   545555.9510545617
 0.79,       -0.0032403060,        0.0000115819,       1663165.,   558133.1693625341
 0.80,       -0.0031858911,       -0.0000610832,       1694102.,   568785.4782725237
 0.81,       -0.0028137587,       -0.0002021367,       1729741.,   580988.7644947269
 0.82,       -0.0024431078,       -0.0000884655,       1763755.,   592621.6315008162
 0.83,       -0.0025494656,       -0.0002309682,       1801797.,   605953.7455404504
 0.84,       -0.0019818175,       -0.0003153769,       1835490.,   616936.0225920333
 0.85,       -0.0026917897,        0.0000232852,       1871655.,   629023.8170778933
 0.86,       -0.0024851203,       -0.0000357872,       1908288.,   641907.4478159542
 0.87,       -0.0014242196,        0.0000144944,       1942512.,   653790.3167343145
 0.88,       -0.0019785269,       -0.0000666581,       1981560.,   667311.4280455019
 0.89,       -0.0016161325,        0.0001325888,       2020203.,   681002.0140133654
 0.90,       -0.0016080332,       -0.0000958759,       2057818.,   693564.1530369516
 0.91,       -0.0011975292,       -0.0002883167,       2093867.,   705873.7539478070
 0.92,       -0.0011551662,       -0.0001036254,       2134777.,   719861.4472124572
 0.93,       -0.0011289078,       -0.0004368256,       2170328.,   732413.5514461378
 0.94,       -0.0006549702,        0.0000280472,       2209236.,   745927.6808575470
 0.95,       -0.0007466611,       -0.0000771912,       2250754.,   760827.5232223696
 0.96,       -0.0006522492,        0.0002114160,       2286682.,   772875.8003577583
 0.97,       -0.0006676469,       -0.0001227610,       2328575.,   787486.0857239561
 0.98,       -0.0003356031,       -0.0000864804,       2368500.,   801727.1346388662
 0.99,       -0.0001069918,       -0.0001165197,       2409842.,   815811.6665245784
 1.00,       -0.0000138593,       -0.0003721809,       2450477.,   830520.5578972097
