mu, q, u, number, w_total
 0.01,       -0.0316032212,        0.0005663578,          4291.,     2229.3959957845
 0.02,       -0.0200124948,       -0.0072373202,         12888.,     6906.4163788011
 0.03,       -0.0182215763,       -0.0060680792,         22447.,    12144.0291143171
 0.04,       -0.0139654050,       -0.0027666575,         32255.,    17298.5913577823
 0.05,       -0.0168417140,       -0.0017131261,         42273.,    22781.0143518231
 0.06,       -0.0149842437,       -0.0007140285,         53304.,    28591.1044253089
 0.07,       -0.0154833907,       -0.0016987281,         63999.,    34419.6711416720
 0.08,       -0.0120773990,       -0.0015077913,         75671.,    40531.2739052900
 0.09,       -0.0114208204,       -0.0017647747,         87532.,    47091.5264979366
 0.10,       -0.0110010879,       -0.0011784892,         99484.,    53308.5101780291
 0.11,       -0.0091864478,       -0.0020012257,        112722.,    60338.8042857123
 0.12,       -0.0073171003,        0.0002855980,        125459.,    67055.6760314956
 0.13,       -0.0095447583,        0.0003870563,        138733.,    74127.0813279634
 0.14,       -0.0071324695,       -0.0001840744,        152559.,    81508.3685130244
 0.15,       -0.0058734163,       -0.0004400165,        166793.,    88961.1226912012
 0.16,       -0.0044968829,       -0.0018374640,        181198.,    96412.5178537919
 0.17,       -0.0052107480,        0.0009993492,        197052.,   104833.7748460098
 0.18,       -0.0020887150,       -0.0008746010,        210832.,   112040.3492718171
 0.19,       -0.0036053274,       -0.0006520712,        225843.,   119773.9659120336
 0.20,       -0.0010505785,        0.0009635163,        242005.,   128034.3156605446
 0.21,       -0.0015249250,        0.0014029704,        257953.,   136252.0507353196
 0.22,       -0.0024575576,       -0.0014870615,        273963.,   144371.6143669979
 0.23,       -0.0021007966,       -0.0004978905,        291508.,   153626.9421692194
 0.24,       -0.0011588592,       -0.0006888497,        308299.,   162082.0516078969
 0.25,       -0.0011100903,       -0.0007547560,        325477.,   171025.0855163607
 0.26,       -0.0013124664,        0.0009030625,        341989.,   179416.4793334228
 0.27,       -0.0004380860,       -0.0013830309,        360533.,   189158.0458822064
 0.28,       -0.0003270147,       -0.0003013485,        379029.,   198079.1318136269
 0.29,        0.0005236496,        0.0005258392,        398060.,   208375.6233070388
 0.30,        0.0007310093,        0.0006065158,        415473.,   217450.8120154795
 0.31,        0.0006709333,        0.0012278371,        435444.,   227663.8950397073
 0.32,        0.0020915658,       -0.0002441815,        454245.,   237112.6840519635
 0.33,        0.0021885502,        0.0008643277,        474520.,   246707.3038299168
 0.34,        0.0011677398,        0.0000991510,        494671.,   257612.1301420846
 0.35,        0.0014943904,        0.0010404185,        514542.,   266956.2413255774
 0.36,        0.0018790343,       -0.0007596850,        536871.,   278141.5388710069
 0.37,        0.0021818445,        0.0000039151,        557128.,   288791.6199818084
 0.38,        0.0034516658,       -0.0000565464,        576150.,   297955.8043238345
 0.39,        0.0028959859,        0.0004551667,        598432.,   309371.9612998975
 0.40,        0.0026135209,       -0.0002725537,        619793.,   319831.7122728006
 0.41,        0.0036293562,        0.0005205134,        642106.,   330703.3161594650
 0.42,        0.0037012983,        0.0006660041,        665150.,   342563.0090471416
 0.43,        0.0031350443,        0.0001739049,        686768.,   353418.4943806413
 0.44,        0.0034952735,       -0.0005641980,        708789.,   363762.2387366074
