mu, q, u, number, w_total
 0.01,       -0.0484020940,       -0.0021923649,          4503.,     4503.0000000000
 0.02,       -0.0443376372,        0.0084646744,         13663.,    13663.0000000000
 0.03,       -0.0384645941,        0.0016219013,         23634.,    23634.0000000000
 0.04,       -0.0436674466,       -0.0007288044,         33695.,    33695.0000000000
 0.05,       -0.0383087735,        0.0012893519,         45009.,    45009.0000000000
 0.06,       -0.0360686171,       -0.0015789098,         56266.,    56266.0000000000
 0.07,       -0.0319579692,        0.0004386227,         68111.,    68111.0000000000
 0.08,       -0.0300580542,        0.0005859860,         80551.,    80551.0000000000
 0.09,       -0.0289581878,        0.0010518626,         93076.,    93076.0000000000
 0.10,       -0.0279784726,       -0.0006828396,        105360.,   105360.0000000000
 0.11,       -0.0259742249,       -0.0016212680,        119021.,   119021.0000000000
 0.12,       -0.0209025959,        0.0000202814,        133289.,   133289.0000000000
 0.13,       -0.0183109205,        0.0008681332,        146950.,   146950.0000000000
 0.14,       -0.0194924194,       -0.0003164511,        162143.,   162143.0000000000
 0.15,       -0.0154015282,       -0.0007129632,        176898.,   176898.0000000000
 0.16,       -0.0132676319,        0.0032537562,        191915.,   191915.0000000000
 0.17,       -0.0125984439,        0.0024130218,        207324.,   207324.0000000000
 0.18,       -0.0122248648,       -0.0000381722,        223985.,   223985.0000000000
 0.19,       -0.0106526051,        0.0002970827,        240794.,   240794.0000000000
 0.20,       -0.0103306926,       -0.0011434803,        255737.,   255737.0000000000
 0.21,       -0.0108061342,       -0.0001553817,        273467.,   273467.0000000000
 0.22,       -0.0062594351,        0.0008532212,        290462.,   290462.0000000000
 0.23,       -0.0074269905,       -0.0014440421,        308127.,   308127.0000000000
 0.24,       -0.0048659575,        0.0024949355,        325948.,   325948.0000000000
 0.25,       -0.0032308697,        0.0004190503,        346194.,   346194.0000000000
 0.26,       -0.0046926567,        0.0013931380,        363307.,   363307.0000000000
 0.27,       -0.0029489191,        0.0010320214,        383226.,   383226.0000000000
 0.28,       -0.0030115456,       -0.0007956971,        402038.,   402038.0000000000
 0.29,       -0.0011204799,       -0.0005853085,        420541.,   420541.0000000000
 0.30,       -0.0010170029,       -0.0004027835,        440083.,   440083.0000000000
 0.31,        0.0000758348,        0.0003037849,        460234.,   460234.0000000000
 0.32,       -0.0000346261,       -0.0003639200,        482050.,   482050.0000000000
 0.33,       -0.0002281452,        0.0000453948,        502708.,   502708.0000000000
 0.34,        0.0022803727,        0.0002854463,        523233.,   523233.0000000000
 0.35,        0.0007811591,        0.0007580092,        544367.,   544367.0000000000
 0.36,        0.0024849255,       -0.0004807202,        564501.,   564501.0000000000
 0.37,        0.0047762064,        0.0009077743,        586244.,   586244.0000000000
 0.38,        0.0023768870,        0.0000375965,        610190.,   610190.0000000000
 0.39,        0.0044863594,        0.0014009227,        631426.,   631426.0000000000
 0.40,        0.0051907313,       -0.0004493797,        653725.,   653725.0000000000
 0.41,        0.0042905775,        0.0009559970,        676164.,   676164.0000000000
 0.42,        0.0043662573,       -0.0005773402,        699240.,   699240.0000000000
 0.43,        0.0047342898,       -0.0003284334,        724342.,   724342.0000000000
 0.44,        0.0040570154,       -0.0008107249,        747146.,   747146.0000000000
 0.45,        0.0042625234,        0.0008790755,        772435.,   772435.0000000000
 0.46,        0.0056639510,        0.0004855300,        793983.,   793983.0000000000
 0.47,        0.0061735855,        0.0007162105,        819732.,   819732.0000000000
 0.48,        0.0074926494,        0.0007549668,        844059.,   844059.0000000000
 0.49,        0.0067909528,        0.0004823306,        867833.,   867833.0000000000
 0.50,        0.0065251932,       -0.0007367727,        892339.,   892339.0000000000
 0.51,        0.0073976620,       -0.0002133703,        918900.,   918900.0000000000
 0.52,        0.0071271729,       -0.0002054109,        942923.,   942923.0000000000
 0.53,        0.0067468293,        0.0009764064,        968739.,   968739.0000000000
 0.54,        0.0064142865,        0.0003248578,        996353.,   996353.0000000000
 0.55,        0.0077036913,        0.0000541755,       1020647.,  1020647.0000000000
 0.56,        0.0068567909,        0.0009862607,       1045951.,  1045951.0000000000
 0.57,        0.0072856364,       -0.0005586565,       1074876.,  1074876.0000000000
 0.58,        0.0091026020,       -0.0006598554,       1100524.,  1100524.0000000000
 0.59,        0.0072611758,       -0.0000473211,       1127483.,  1127483.0000000000
 0.60,        0.0086488594,        0.0000739947,       1155429.,  1155429.0000000000
 0.61,        0.0070249093,       -0.0000762860,       1185302.,  1185302.0000000000
 0.62,        0.0081041434,       -0.0005037131,       1207484.,  1207484.0000000000
 0.63,        0.0080424901,       -0.0002401372,       1237986.,  1237986.0000000000
 0.64,        0.0073887885,        0.0008110284,       1266318.,  1266318.0000000000
 0.65,        0.0075353430,        0.0006698292,       1295682.,  1295682.0000000000
 0.66,        0.0081779002,        0.0004493719,       1321445.,  1321445.0000000000
 0.67,        0.0067559523,        0.0003335306,       1348384.,  1348384.0000000000
 0.68,        0.0078573120,       -0.0000730297,       1379275.,  1379275.0000000000
 0.69,        0.0080598340,       -0.0001263477,       1405921.,  1405921.0000000000
 0.70,        0.0081433805,        0.0007718407,       1438784.,  1438784.0000000000
 0.71,        0.0065334827,        0.0005793807,       1464391.,  1464391.0000000000
 0.72,        0.0071944353,       -0.0002082917,       1494993.,  1494993.0000000000
 0.73,        0.0077759773,        0.0002250838,       1522780.,  1522780.0000000000
 0.74,        0.0067530132,        0.0009711057,       1554647.,  1554647.0000000000
 0.75,        0.0067358500,       -0.0006488346,       1582684.,  1582684.0000000000
 0.76,        0.0060954267,        0.0003809142,       1613123.,  1613123.0000000000
 0.77,        0.0063190956,        0.0006947770,       1643193.,  1643193.0000000000
 0.78,        0.0058803466,        0.0003912857,       1673377.,  1673377.0000000000
 0.79,        0.0064123697,       -0.0002785413,       1702196.,  1702196.0000000000
 0.80,        0.0064303190,        0.0005586055,       1730883.,  1730883.0000000000
 0.81,        0.0058716848,       -0.0001339821,       1762696.,  1762696.0000000000
 0.82,        0.0049399654,        0.0001355247,       1795373.,  1795373.0000000000
 0.83,        0.0049241980,        0.0005132620,       1825597.,  1825597.0000000000
 0.84,        0.0044236192,       -0.0000709145,       1857901.,  1857901.0000000000
 0.85,        0.0046899891,       -0.0008882606,       1888353.,  1888353.0000000000
 0.86,        0.0042412895,        0.0006574301,       1919672.,  1919672.0000000000
 0.87,        0.0045893740,       -0.0000126540,       1951795.,  1951795.0000000000
 0.88,        0.0041158032,       -0.0002769242,       1983457.,  1983457.0000000000
 0.89,        0.0036880435,        0.0005364075,       2013596.,  2013596.0000000000
 0.90,        0.0030357028,        0.0002296527,       2043962.,  2043962.0000000000
 0.91,        0.0029155335,       -0.0000522521,       2076730.,  2076730.0000000000
 0.92,        0.0031536841,        0.0001001074,       2108496.,  2108496.0000000000
 0.93,        0.0026817594,        0.0002072492,       2138723.,  2138723.0000000000
 0.94,        0.0023188845,        0.0001487939,       2174445.,  2174445.0000000000
 0.95,        0.0016569332,       -0.0001323304,       2204698.,  2204698.0000000000
 0.96,        0.0015566496,       -0.0004477509,       2237405.,  2237405.0000000000
 0.97,        0.0013901937,       -0.0001380985,       2266817.,  2266817.0000000000
 0.98,        0.0008220095,       -0.0002961756,       2300900.,  2300900.0000000000
 0.99,        0.0005500116,        0.0004865067,       2334383.,  2334383.0000000000
 1.00,        0.0001663196,        0.0001134006,       2363060.,  2363060.0000000000
