mu, q, u, number, w_total
 0.01,       -0.0286777216,       -0.0094750935,          5083.,     4987.7050399113
 0.02,       -0.0162937866,       -0.0039976563,         15934.,    15636.8487119191
 0.03,       -0.0177921626,       -0.0023266841,         27408.,    26900.2289404784
 0.04,       -0.0096846710,        0.0006965112,         39613.,    38869.6181550081
 0.05,       -0.0078809468,        0.0039155956,         52201.,    51215.3298464993
 0.06,       -0.0055170945,       -0.0007551867,         65077.,    63857.4795783772
 0.07,       -0.0030946400,        0.0018457046,         78383.,    76886.7836950120
 0.08,        0.0004672799,       -0.0006173437,         93289.,    91505.9686288992
 0.09,        0.0005358567,       -0.0007699560,        107406.,   105351.9607402105
 0.10,        0.0022405900,       -0.0036592396,        121528.,   119211.3977888124
 0.11,        0.0045860923,        0.0008000466,        136362.,   133747.3038074291
 0.12,        0.0070439953,       -0.0014491787,        151874.,   148940.2576843832
 0.13,        0.0099754976,        0.0018599312,        167683.,   164444.7428425717
 0.14,        0.0091789138,        0.0011382173,        184191.,   180634.3535231045
 0.15,        0.0109327747,       -0.0023497467,        200129.,   196231.9974293995
 0.16,        0.0128286540,       -0.0031891069,        217975.,   213702.6974157015
 0.17,        0.0113683806,       -0.0018830909,        234028.,   229422.3268381497
 0.18,        0.0136860697,        0.0000179905,        251435.,   246494.8893997752
 0.19,        0.0160122935,       -0.0006768672,        268735.,   263427.0887240926
 0.20,        0.0158786881,       -0.0005286937,        288766.,   283033.1220538284
 0.21,        0.0170716603,       -0.0005085962,        306829.,   300747.0043532333
 0.22,        0.0170079560,        0.0001300462,        325013.,   318529.6995876799
 0.23,        0.0185273106,       -0.0016018081,        341687.,   334862.9181970544
 0.24,        0.0199398504,       -0.0019828370,        361316.,   354059.2917255025
 0.25,        0.0185857853,        0.0018907885,        380985.,   373293.0406737006
 0.26,        0.0189102096,        0.0007140102,        401698.,   393573.5649960042
 0.27,        0.0179064724,        0.0009729117,        420478.,   411964.3997328973
 0.28,        0.0185308755,       -0.0013849086,        442257.,   433268.5326365728
 0.29,        0.0211381182,        0.0011703418,        460958.,   451541.1924536900
 0.30,        0.0217190965,       -0.0001613078,        482381.,   472523.8748180217
 0.31,        0.0208268413,        0.0011612657,        502342.,   492039.2017234295
 0.32,        0.0203976909,        0.0016962493,        523934.,   513122.9678184621
 0.33,        0.0219950974,        0.0007184004,        545126.,   533839.2814984581
 0.34,        0.0229364671,        0.0010661810,        566873.,   555132.2167067858
 0.35,        0.0223171778,        0.0006974125,        587086.,   574859.7733125284
 0.36,        0.0225664650,       -0.0014937197,        609989.,   597306.3315965505
 0.37,        0.0225395985,        0.0004644684,        631109.,   617890.1912051421
 0.38,        0.0205541138,        0.0014365971,        654195.,   640448.3900527139
 0.39,        0.0211293807,        0.0013521177,        676059.,   661833.8518935029
 0.40,        0.0210667884,        0.0007559734,        698611.,   683887.5753216678
 0.41,        0.0227180172,        0.0005845947,        721375.,   706071.7485736223
 0.42,        0.0224179745,       -0.0020907520,        744540.,   728693.2866989636
 0.43,        0.0216323523,        0.0014747716,        766776.,   750443.8066065685
 0.44,        0.0230555224,       -0.0001433465,        789175.,   772323.6036073768
 0.45,        0.0222729744,        0.0001701255,        815694.,   798264.9004194825
 0.46,        0.0231680536,       -0.0003029336,        836900.,   818970.6522092172
 0.47,        0.0223288104,       -0.0003429934,        858704.,   840229.8546334528
 0.48,        0.0224243965,       -0.0004169680,        884762.,   865677.9745343423
 0.49,        0.0216628563,       -0.0006390649,        910770.,   891084.4967597888
 0.50,        0.0224522704,       -0.0014301878,        934046.,   913769.6660430841
 0.51,        0.0209998843,       -0.0001543279,        956308.,   935484.1541385804
 0.52,        0.0214932063,       -0.0006713207,        980854.,   959469.0135604169
 0.53,        0.0214458005,        0.0008418219,       1003423.,   981466.6161832474
 0.54,        0.0201961342,       -0.0004436516,       1028271.,  1005717.3347422758
 0.55,        0.0199305306,        0.0002022133,       1054376.,  1031179.9851651678
 0.56,        0.0207465451,       -0.0002758110,       1078227.,  1054441.4428150232
 0.57,        0.0209341776,       -0.0009066377,       1101955.,  1077549.7558877012
 0.58,        0.0205552259,        0.0001479528,       1128526.,  1103540.4092354993
 0.59,        0.0201122596,       -0.0009710422,       1150969.,  1125410.4181407036
 0.60,        0.0186016068,       -0.0003218549,       1180041.,  1153792.1736709294
 0.61,        0.0199672714,        0.0000028781,       1202304.,  1175424.3008455317
 0.62,        0.0182034247,        0.0004132551,       1229287.,  1201745.2268326511
 0.63,        0.0185510192,       -0.0001261562,       1253214.,  1225095.2972821216
 0.64,        0.0179284086,       -0.0001475966,       1279130.,  1250313.4010549008
 0.65,        0.0168448631,       -0.0004456930,       1304880.,  1275453.6235041067
 0.66,        0.0177739284,        0.0001605306,       1330977.,  1300875.1677587950
 0.67,        0.0171893709,        0.0003466052,       1357010.,  1326272.8007420357
 0.68,        0.0168954200,       -0.0003165790,       1381384.,  1350006.9913150822
 0.69,        0.0170656181,        0.0001486549,       1407333.,  1375328.3880734732
 0.70,        0.0157003176,        0.0004738876,       1433715.,  1401010.9590654606
 0.71,        0.0160587527,       -0.0002298554,       1459311.,  1425903.0720620551
 0.72,        0.0154111306,       -0.0013718849,       1486068.,  1452008.0477782916
 0.73,        0.0137376303,       -0.0001098672,       1510757.,  1476057.0906308959
 0.74,        0.0144030247,        0.0015666809,       1537142.,  1501767.9263283922
 0.75,        0.0137697756,       -0.0002120505,       1564989.,  1528898.9527209164
 0.76,        0.0131483501,        0.0002108084,       1589074.,  1552305.3785776226
 0.77,        0.0135501105,        0.0002571147,       1615714.,  1578273.6364051187
 0.78,        0.0131852106,       -0.0005326115,       1641246.,  1603163.9394836673
