mu, q, u, number, w_total
 0.01,       -0.0720157039,        0.0081426213,          4212.,     4212.0000000000
 0.02,       -0.0741133950,       -0.0048236962,         12645.,    12645.0000000000
 0.03,       -0.0609016615,       -0.0011362628,         22434.,    22434.0000000000
 0.04,       -0.0595610921,        0.0059484323,         32458.,    32458.0000000000
 0.05,       -0.0628292974,        0.0080572631,         43111.,    43111.0000000000
 0.06,       -0.0495546795,       -0.0032762045,         53712.,    53712.0000000000
 0.07,       -0.0495843562,        0.0009462811,         64786.,    64786.0000000000
 0.08,       -0.0492474755,        0.0016552202,         76488.,    76488.0000000000
 0.09,       -0.0449680757,       -0.0002523684,         87858.,    87858.0000000000
 0.10,       -0.0431371133,        0.0009172784,        101295.,   101295.0000000000
 0.11,       -0.0366778257,        0.0014891607,        113278.,   113278.0000000000
 0.12,       -0.0389361774,       -0.0015723466,        126828.,   126828.0000000000
 0.13,       -0.0396203915,        0.0025772794,        139846.,   139846.0000000000
 0.14,       -0.0346678465,        0.0005936925,        154711.,   154711.0000000000
 0.15,       -0.0340249952,        0.0004951736,        168545.,   168545.0000000000
 0.16,       -0.0351854617,        0.0006217652,        182885.,   182885.0000000000
 0.17,       -0.0304884371,        0.0011232019,        197620.,   197620.0000000000
 0.18,       -0.0298534412,        0.0029266262,        213478.,   213478.0000000000
 0.19,       -0.0292339205,       -0.0030807133,        229682.,   229682.0000000000
 0.20,       -0.0290273933,       -0.0000694163,        244609.,   244609.0000000000
 0.21,       -0.0240901651,       -0.0004282043,        261710.,   261710.0000000000
 0.22,       -0.0257993106,       -0.0002393205,        277447.,   277447.0000000000
 0.23,       -0.0224877403,       -0.0017757990,        295312.,   295312.0000000000
 0.24,       -0.0237195668,        0.0011831901,        312496.,   312496.0000000000
 0.25,       -0.0227960885,        0.0005797951,        329968.,   329968.0000000000
 0.26,       -0.0230082695,        0.0000561310,        347925.,   347925.0000000000
 0.27,       -0.0199504813,        0.0017923162,        365904.,   365904.0000000000
 0.28,       -0.0210186270,       -0.0025975088,        384882.,   384882.0000000000
 0.29,       -0.0198037440,       -0.0001560483,        403685.,   403685.0000000000
 0.30,       -0.0184447697,       -0.0008845670,        421169.,   421169.0000000000
 0.31,       -0.0170628010,        0.0000384481,        441906.,   441906.0000000000
 0.32,       -0.0173719472,        0.0016806195,        462044.,   462044.0000000000
 0.33,       -0.0147268231,       -0.0000218778,        482897.,   482897.0000000000
