mu, q, u, number, w_total
 0.01,       -0.0717348606,        0.0080774894,          4212.,     4194.7184751301
 0.02,       -0.0736638941,       -0.0047912176,         12645.,    12592.6605070099
 0.03,       -0.0605325525,       -0.0011173401,         22434.,    22340.4457620582
 0.04,       -0.0592257856,        0.0059184302,         32458.,    32324.5936530789
 0.05,       -0.0624696447,        0.0080270750,         43111.,    42932.5821125669
 0.06,       -0.0492571217,       -0.0032601042,         53712.,    53488.8180101147
 0.07,       -0.0492801807,        0.0009547934,         64786.,    64515.6199728921
 0.08,       -0.0489612928,        0.0016537521,         76488.,    76169.4668695048
 0.09,       -0.0446826552,       -0.0002578203,         87858.,    87493.8692788271
 0.10,       -0.0428702365,        0.0009112500,        101295.,   100876.8316285581
 0.11,       -0.0364301427,        0.0014930825,        113278.,   112803.6868210806
 0.12,       -0.0386782586,       -0.0015677210,        126828.,   126298.2491664026
 0.13,       -0.0393731839,        0.0025595787,        139846.,   139257.4534078538
 0.14,       -0.0344279251,        0.0005920104,        154711.,   154062.7206128364
 0.15,       -0.0337936111,        0.0004841734,        168545.,   167838.8601538926
 0.16,       -0.0349580107,        0.0006180438,        182885.,   182114.9311475573
 0.17,       -0.0302742665,        0.0011196094,        197620.,   196790.7615589027
 0.18,       -0.0296626944,        0.0029196781,        213478.,   212576.7752762618
 0.19,       -0.0290372801,       -0.0030642697,        229682.,   228712.0592751613
 0.20,       -0.0288184480,       -0.0000754025,        244609.,   243572.7857857050
 0.21,       -0.0239110440,       -0.0004295483,        261710.,   260605.7773675420
 0.22,       -0.0256182075,       -0.0002355443,        277447.,   276274.7262880049
 0.23,       -0.0223093189,       -0.0017459560,        295312.,   294055.4766159097
 0.24,       -0.0235408422,        0.0011832057,        312496.,   311170.6389446508
 0.25,       -0.0226301408,        0.0005809075,        329968.,   328561.4788059113
 0.26,       -0.0228517180,        0.0000676826,        347925.,   346440.1019948874
 0.27,       -0.0198039049,        0.0017875400,        365904.,   364341.1773343801
 0.28,       -0.0208723804,       -0.0025908236,        384882.,   383236.8005524937
 0.29,       -0.0196571928,       -0.0001502697,        403685.,   401953.4312992690
 0.30,       -0.0182967245,       -0.0008759028,        421169.,   419362.9577007932
 0.31,       -0.0169246658,        0.0000288050,        441906.,   440005.7281079810
 0.32,       -0.0172337186,        0.0016717832,        462044.,   460062.7127340689
 0.33,       -0.0145954422,       -0.0000305517,        482897.,   480820.6340863986
 0.34,       -0.0173483062,       -0.0002976850,        502326.,   500161.6496183090
 0.35,       -0.0148927113,       -0.0018275860,        523079.,   520819.0947976600
 0.36,       -0.0143467662,       -0.0000818146,        544811.,   542455.9955794348
 0.37,       -0.0129345195,        0.0000196508,        565924.,   563471.8703394581
 0.38,       -0.0116495883,        0.0014381276,        587977.,   585440.2159257621
 0.39,       -0.0124560355,        0.0002096427,        609083.,   606442.5514334282
 0.40,       -0.0112618603,       -0.0000783937,        630039.,   627303.8868480154
 0.41,       -0.0100588483,       -0.0008413037,        653072.,   650233.8747735502
 0.42,       -0.0105429136,        0.0005514944,        675649.,   672709.2080058927
 0.43,       -0.0097034554,       -0.0009807712,        700843.,   697782.9094564316
 0.44,       -0.0087624065,        0.0009002664,        724570.,   721415.8945843226
 0.45,       -0.0090214468,        0.0008324293,        746933.,   743672.6940254471
 0.46,       -0.0085456750,       -0.0005153292,        770830.,   767458.8829539595
 0.47,       -0.0089395982,       -0.0003636760,        796584.,   793094.3029609263
 0.48,       -0.0071604558,       -0.0005290847,        820410.,   816822.4506453979
 0.49,       -0.0075051171,        0.0012903260,        844396.,   840700.5176256564
 0.50,       -0.0079598389,       -0.0003004706,        870609.,   866787.8649850970
 0.51,       -0.0082679776,       -0.0004371470,        893886.,   889955.9388108496
 0.52,       -0.0060016542,       -0.0000532238,        921830.,   917774.5720188851
 0.53,       -0.0069877944,        0.0002864306,        946725.,   942551.4492287593
 0.54,       -0.0054441467,       -0.0001118987,        972365.,   968078.4881540483
 0.55,       -0.0054526801,        0.0003456666,       1000470.,   996055.6577550245
 0.56,       -0.0059068425,       -0.0005072769,       1027102.,  1022561.7881687484
 0.57,       -0.0041929514,       -0.0007779779,       1053079.,  1048412.4286498239
 0.58,       -0.0044873324,        0.0011897047,       1080221.,  1075441.3178933416
 0.59,       -0.0049288367,        0.0006373037,       1107883.,  1102976.3456095080
 0.60,       -0.0040836520,        0.0000337560,       1135878.,  1130824.0743404531
 0.61,       -0.0045992061,       -0.0001900464,       1164943.,  1159761.1416356899
 0.62,       -0.0024362201,        0.0010240930,       1192638.,  1187328.3140664599
 0.63,       -0.0037395159,        0.0006946263,       1221093.,  1215648.1065125188
 0.64,       -0.0033645140,       -0.0003055754,       1250319.,  1244739.6296122060
 0.65,       -0.0035811239,        0.0002111251,       1280807.,  1275091.1036322538
 0.66,       -0.0031229741,        0.0005604707,       1308454.,  1302600.6397493768
 0.67,       -0.0025737801,       -0.0001702133,       1338407.,  1332423.9865349040
 0.68,       -0.0019174676,       -0.0001420236,       1371095.,  1364955.8376216944
 0.69,       -0.0017568921,       -0.0000068139,       1399971.,  1393689.1593101339
 0.70,       -0.0011599314,       -0.0002755154,       1429312.,  1422893.2088950686
 0.71,       -0.0012613301,        0.0000771353,       1458586.,  1452040.9732673108
 0.72,       -0.0011853022,        0.0011623587,       1489447.,  1482740.8712218362
 0.73,       -0.0001026432,        0.0005307601,       1519622.,  1512762.8297452067
